seed,goal_converged,agent_types,prior,use_ep,avg_nrg_over_time,ending_energy,num_iters
23,1,"['A', 'A', 'B']","[array([0.2085365, 0.7914635]), array([0.21842, 0.78158]), array([0.48653055, 0.51346945])]",False,"[[0.6901902342295861, 0, 0], [0.6864807529325927, 1, 0], [0.6908636155460937, 2, 0], [0.6820505434250372, 0, 1], [0.675188085460874, 1, 1], [0.6846985006329225, 2, 1], [0.6685867682681139, 0, 2], [0.6590013110710955, 1, 2], [0.6733415784645079, 2, 2], [0.6475242574535006, 0, 3], [0.6354252272744075, 1, 3], [0.6550275766555148, 2, 3], [0.6181585500952193, 0, 4], [0.6042356912698551, 1, 4], [0.6295300155432547, 2, 4], [0.5810738527590146, 0, 5], [0.5673855630871678, 1, 5], [0.6028683098288357, 2, 5], [0.5439850498171008, 0, 6], [0.535820275594729, 1, 6], [0.5767910343408601, 2, 6], [0.5103709819043595, 0, 7], [0.5137199600592958, 1, 7], [0.5456025974543017, 2, 7], [0.4781393483001529, 0, 8], [0.4825136188554291, 1, 8], [0.5222784482449648, 2, 8], [0.4435177503282637, 0, 9], [0.4548705231890669, 1, 9], [0.49567206998544794, 2, 9], [0.40600026099716424, 0, 10], [0.44394723790363905, 1, 10], [0.4648751675744447, 2, 10], [0.3858215883545845, 0, 11], [0.428808180240801, 1, 11], [0.44972446656896947, 2, 11], [0.36847468014372253, 0, 12], [0.4088067793171015, 1, 12], [0.4335727679005006, 2, 12], [0.3491136615645383, 0, 13], [0.39240398264094517, 1, 13], [0.41666908644882195, 2, 13], [0.3711587169138519, 0, 14], [0.3798079051708197, 1, 14], [0.4065295089294116, 2, 14], [0.36591742974540303, 0, 15], [0.37572006877029573, 1, 15], [0.4040049721030562, 2, 15], [0.3651793346473223, 0, 16], [0.37516885120130716, 1, 16], [0.40365994684424233, 2, 16]]","[0.3651793346473223, 0.37516885120130716, 0.40365994684424233]",16
24,1,"['A', 'A', 'B']","[array([0.20087512, 0.79912488]), array([0.2009434, 0.7990566]), array([0.47682879, 0.52317121])]",True,"[[0.6823130413062921, 0, 0], [0.6826186616800861, 1, 0], [0.679350500871028, 2, 0], [0.6707391676707848, 0, 1], [0.6728830742943468, 1, 1], [0.6666011996350264, 2, 1], [0.656344012302312, 0, 2], [0.6584568190754906, 1, 2], [0.650517103758202, 2, 2], [0.6370109661811515, 0, 3], [0.639173425515998, 1, 3], [0.6304441553868669, 2, 3], [0.6111549342009924, 0, 4], [0.6147891837687375, 1, 4], [0.6058722225296034, 2, 4], [0.5789365284393121, 0, 5], [0.5866998738879946, 1, 5], [0.5771254576204132, 2, 5], [0.543330822917247, 0, 6], [0.5512022543543366, 1, 6], [0.5477181544425708, 2, 6], [0.501506732791228, 0, 7], [0.5203781921225517, 1, 7], [0.516206451675262, 2, 7], [0.46511643863915486, 0, 8], [0.49275081764585527, 1, 8], [0.48896109028332824, 2, 8], [0.42764241414841864, 0, 9], [0.45751079074567697, 1, 9], [0.45924076255766233, 2, 9], [0.3931669703877386, 0, 10], [0.42421356552134354, 1, 10], [0.43510567511552, 2, 10], [0.3658184680997529, 0, 11], [0.39689752563304986, 1, 11], [0.42161784978963684, 2, 11], [0.3597992961917559, 0, 12], [0.38114065784515, 1, 12], [0.4036577990841642, 2, 12], [0.3619358536310656, 0, 13], [0.3712807381133228, 1, 13], [0.38801394961189634, 2, 13], [0.3590804948893143, 0, 14], [0.3664688583951243, 1, 14], [0.38595955183066255, 2, 14], [0.35660532125691086, 0, 15], [0.3662393900816038, 1, 15], [0.384503955362991, 2, 15]]","[0.35660532125691086, 0.3662393900816038, 0.384503955362991]",15
24,1,"['A', 'A', 'B']","[array([0.21339987, 0.78660013]), array([0.21732891, 0.78267109]), array([0.47682879, 0.52317121])]",False,"[[0.6860780937056851, 0, 0], [0.6868903746122607, 1, 0], [0.679350500871028, 2, 0], [0.6773724513559546, 0, 1], [0.6803554725602255, 1, 1], [0.6666011996350264, 2, 1], [0.665031337605266, 0, 2], [0.6688821983281614, 1, 2], [0.650517103758202, 2, 2], [0.647181631030438, 0, 3], [0.6526649197010785, 1, 3], [0.6304441553868669, 2, 3], [0.6222963568953455, 0, 4], [0.6312424630412444, 1, 4], [0.6058722225296034, 2, 4], [0.5901612132887698, 0, 5], [0.6056580214477507, 1, 5], [0.5771254576204132, 2, 5], [0.5533072194631309, 0, 6], [0.572185041780382, 1, 6], [0.5477181544425708, 2, 6], [0.508540281087429, 0, 7], [0.5419951951826154, 1, 7], [0.516206451675262, 2, 7], [0.4670108000893027, 0, 8], [0.5127241940820116, 1, 8], [0.48896109028332824, 2, 8], [0.43019688375463727, 0, 9], [0.4794689980339523, 1, 9], [0.45924076255766233, 2, 9], [0.39414367095068736, 0, 10], [0.4452616389827552, 1, 10], [0.43510567511552, 2, 10], [0.3687580980734702, 0, 11], [0.42066134084431234, 1, 11], [0.42161784978963684, 2, 11], [0.3677001346285975, 0, 12], [0.4024706063989811, 1, 12], [0.4036577990841642, 2, 12], [0.37263511170009284, 0, 13], [0.391401835528035, 1, 13], [0.38801394961189634, 2, 13], [0.37271641548685697, 0, 14], [0.38805858945987376, 1, 14], [0.38595955183066255, 2, 14], [0.37159673720778175, 0, 15], [0.387414163815405, 1, 15], [0.384503955362991, 2, 15]]","[0.37159673720778175, 0.387414163815405, 0.384503955362991]",15
25,1,"['A', 'A', 'B']","[array([0.18755536, 0.81244464]), array([0.19740666, 0.80259334]), array([0.48783811, 0.51216189])]",True,"[[0.6074240716051819, 0, 0], [0.6326622801891166, 1, 0], [0.6299877142054153, 2, 0], [0.5559230372142028, 0, 1], [0.5867085492573829, 1, 1], [0.5879461765868775, 2, 1], [0.5063147098213888, 0, 2], [0.5369064546069615, 1, 2], [0.5400846606105418, 2, 2], [0.45298256071792686, 0, 3], [0.4795771691090485, 1, 3], [0.4848536427684313, 2, 3], [0.41902283649423383, 0, 4], [0.42048212393343465, 1, 4], [0.42819545212977694, 2, 4], [0.38997640357118474, 0, 5], [0.3863764659770687, 1, 5], [0.4018387214729044, 2, 5], [0.3588843481398036, 0, 6], [0.3607270525314684, 1, 6], [0.3939453948014781, 2, 6], [0.3329292632839081, 0, 7], [0.35729493937947826, 1, 7], [0.37581599273855715, 2, 7], [0.32826358368190367, 0, 8], [0.356094318841125, 1, 8], [0.3754943867287831, 2, 8], [0.32667660742753124, 0, 9], [0.35515216349035655, 1, 9], [0.3793972583943213, 2, 9]]","[0.32667660742753124, 0.35515216349035655, 0.3793972583943213]",9
25,1,"['A', 'A', 'B']","[array([0.19162594, 0.80837406]), array([0.2134957, 0.7865043]), array([0.48783811, 0.51216189])]",False,"[[0.6101952741193389, 0, 0], [0.6402693987527465, 1, 0], [0.6299877142054153, 2, 0], [0.5634538831985241, 0, 1], [0.5990271158745637, 1, 1], [0.5879461765868775, 2, 1], [0.5173101524661265, 0, 2], [0.5509079169403196, 1, 2], [0.5400846606105418, 2, 2], [0.46806399904270557, 0, 3], [0.4943855629280907, 1, 3], [0.4848536427684313, 2, 3], [0.43916746287398256, 0, 4], [0.4351724002431677, 1, 4], [0.42819545212977694, 2, 4], [0.4085459284829833, 0, 5], [0.4002487047737903, 1, 5], [0.4018387214729044, 2, 5], [0.371660921802223, 0, 6], [0.3725981621554439, 1, 6], [0.3939453948014781, 2, 6], [0.3457741117629034, 0, 7], [0.37784798645252804, 1, 7], [0.37581599273855715, 2, 7], [0.3381736522481858, 0, 8], [0.37739075038019526, 1, 8], [0.3754943867287831, 2, 8], [0.3321382533989806, 0, 9], [0.37572656408776645, 1, 9], [0.3793972583943213, 2, 9]]","[0.3321382533989806, 0.37572656408776645, 0.3793972583943213]",9
26,1,"['A', 'A', 'B']","[array([0.20579827, 0.79420173]), array([0.20876023, 0.79123977]), array([0.49253755, 0.50746245])]",True,"[[0.6071410081551736, 0, 0], [0.5959468967502417, 1, 0], [0.6061743846371066, 2, 0], [0.5728618376549183, 0, 1], [0.5527923102912068, 1, 1], [0.5775729999768215, 2, 1], [0.5396557060503926, 0, 2], [0.5170154481241441, 1, 2], [0.5479484321367882, 2, 2], [0.51204639615439, 0, 3], [0.48501143335409674, 1, 3], [0.5171879534905824, 2, 3], [0.48259177775916656, 0, 4], [0.45534469820380996, 1, 4], [0.5019649332094711, 2, 4], [0.46787063813028185, 0, 5], [0.4370556356267669, 1, 5], [0.4880896341367115, 2, 5], [0.45487551933372944, 0, 6], [0.41878553453260725, 1, 6], [0.47340096783053365, 2, 6], [0.4415855828007543, 0, 7], [0.4027723358557981, 1, 7], [0.45772375391293507, 2, 7], [0.42223144385906, 0, 8], [0.3803320362200849, 1, 8], [0.44382360377315283, 2, 8], [0.40491526622975466, 0, 9], [0.36247005618476846, 1, 9], [0.4282942056691052, 2, 9], [0.3872362083411407, 0, 10], [0.3528108917863085, 1, 10], [0.4126176518608386, 2, 10], [0.38061819226315, 0, 11], [0.3680052297852184, 1, 11], [0.4040980248871153, 2, 11], [0.37671156099309366, 0, 12], [0.36384119575300883, 1, 12], [0.4029931744798281, 2, 12], [0.3747574464402619, 0, 13], [0.3645195743004962, 1, 13], [0.401350368158818, 2, 13]]","[0.3747574464402619, 0.3645195743004962, 0.401350368158818]",13
26,1,"['A', 'A', 'B']","[array([0.21332499, 0.78667501]), array([0.21061608, 0.78938392]), array([0.49253755, 0.50746245])]",False,"[[0.6132324990084257, 0, 0], [0.5946135554552117, 1, 0], [0.6061743846371066, 2, 0], [0.5801155214086872, 0, 1], [0.5528076563218897, 1, 1], [0.5775729999768215, 2, 1], [0.5478952337680579, 0, 2], [0.5166998934607767, 1, 2], [0.5479484321367882, 2, 2], [0.5198404043606344, 0, 3], [0.48055855703319306, 1, 3], [0.5171879534905824, 2, 3], [0.49582081192436644, 0, 4], [0.4567489585011391, 1, 4], [0.5019649332094711, 2, 4], [0.478899139397444, 0, 5], [0.43807876547223057, 1, 5], [0.4880896341367115, 2, 5], [0.4654208045277646, 0, 6], [0.4196752450310772, 1, 6], [0.47340096783053365, 2, 6], [0.4510825040996999, 0, 7], [0.4019398183061589, 1, 7], [0.45772375391293507, 2, 7], [0.4329834357634035, 0, 8], [0.3812223930906057, 1, 8], [0.44382360377315283, 2, 8], [0.41486059327627994, 0, 9], [0.36308541928395915, 1, 9], [0.4282942056691052, 2, 9], [0.3967914612999188, 0, 10], [0.3523527211140467, 1, 10], [0.4126176518608386, 2, 10], [0.3895495755259424, 0, 11], [0.36970133187654725, 1, 11], [0.4040980248871153, 2, 11], [0.38643691625355026, 0, 12], [0.3658831661085957, 1, 12], [0.4029931744798281, 2, 12], [0.3844594122121495, 0, 13], [0.36671698501416466, 1, 13], [0.401350368158818, 2, 13]]","[0.3844594122121495, 0.36671698501416466, 0.401350368158818]",13
27,1,"['A', 'A', 'B']","[array([0.20184634, 0.79815366]), array([0.21398801, 0.78601199]), array([0.48465488, 0.51534512])]",True,"[[0.64717705569601, 0, 0], [0.645630599798775, 1, 0], [0.6485580473138961, 2, 0], [0.6258883143776645, 0, 1], [0.6276333677803702, 1, 1], [0.633847222689235, 2, 1], [0.6098151246734893, 0, 2], [0.6112358224880102, 1, 2], [0.6183685069801578, 2, 2], [0.5910428265090799, 0, 3], [0.5960746268005006, 1, 3], [0.6014681994700307, 2, 3], [0.5724105446739813, 0, 4], [0.5803440609487917, 1, 4], [0.5852727742725634, 2, 4], [0.5538423773284729, 0, 5], [0.5686602158574575, 1, 5], [0.5699517689997164, 2, 5], [0.5387771762385043, 0, 6], [0.5564688796077982, 1, 6], [0.5588598811759138, 2, 6], [0.5225202600392758, 0, 7], [0.5436081895258655, 1, 7], [0.5422812136638858, 2, 7], [0.4987795415033427, 0, 8], [0.5229545527594821, 1, 8], [0.5237967385189897, 2, 8], [0.47451578190177424, 0, 9], [0.5014750866245997, 1, 9], [0.5031454104587646, 2, 9], [0.4465405114332436, 0, 10], [0.4777228760789779, 1, 10], [0.48501278498676487, 2, 10], [0.42304728744298536, 0, 11], [0.46692990576482357, 1, 11], [0.47935838274386466, 2, 11], [0.40478219962674, 0, 12], [0.4523934735710881, 1, 12], [0.46550214423701164, 2, 12], [0.38417424370012704, 0, 13], [0.43486390844153106, 1, 13], [0.45095455204565205, 2, 13], [0.363650820733421, 0, 14], [0.4165081357846892, 1, 14], [0.4343675929075544, 2, 14], [0.35537218825057504, 0, 15], [0.39634894692306244, 1, 15], [0.4162033882746885, 2, 15], [0.34515496797415945, 0, 16], [0.38819744336608336, 1, 16], [0.4092667843597076, 2, 16], [0.3454824786961667, 0, 17], [0.3825301735974045, 1, 17], [0.4046842071590717, 2, 17], [0.3458806816265774, 0, 18], [0.38225897370198053, 1, 18], [0.4038724952185916, 2, 18]]","[0.3458806816265774, 0.38225897370198053, 0.4038724952185916]",18
27,1,"['A', 'A', 'B']","[array([0.20236913, 0.79763087]), array([0.21445022, 0.78554978]), array([0.48465488, 0.51534512])]",False,"[[0.6470202994191384, 0, 0], [0.6506870491523665, 1, 0], [0.6485580473138961, 2, 0], [0.6270522749409463, 0, 1], [0.6352405873320056, 1, 1], [0.633847222689235, 2, 1], [0.6110051172160063, 0, 2], [0.619846665595786, 1, 2], [0.6183685069801578, 2, 2], [0.5921821160274302, 0, 3], [0.6053892447935023, 1, 3], [0.6014681994700307, 2, 3], [0.5734195954078366, 0, 4], [0.5901294834123363, 1, 4], [0.5852727742725634, 2, 4], [0.5546398283200606, 0, 5], [0.5785032742866862, 1, 5], [0.5699517689997164, 2, 5], [0.5392843101102417, 0, 6], [0.5658188396635949, 1, 6], [0.5588598811759138, 2, 6], [0.5226937781333166, 0, 7], [0.551903152050186, 1, 7], [0.5422812136638858, 2, 7], [0.5002422169577879, 0, 8], [0.5330475179114152, 1, 8], [0.5237967385189897, 2, 8], [0.4760887729657903, 0, 9], [0.5121970112127264, 1, 9], [0.5031454104587646, 2, 9], [0.4480728929470964, 0, 10], [0.48848815318955674, 1, 10], [0.48501278498676487, 2, 10], [0.42306137867937693, 0, 11], [0.4674145466450127, 1, 11], [0.47935838274386466, 2, 11], [0.4046414313986728, 0, 12], [0.4522251080584483, 1, 12], [0.46550214423701164, 2, 12], [0.3847747948368985, 0, 13], [0.4354473575286576, 1, 13], [0.45095455204565205, 2, 13], [0.36426159117527773, 0, 14], [0.41711635704847794, 1, 14], [0.4343675929075544, 2, 14], [0.3559909157759422, 0, 15], [0.3969478285831851, 1, 15], [0.4162033882746885, 2, 15], [0.34582150975440457, 0, 16], [0.388791359960341, 1, 16], [0.4092667843597076, 2, 16], [0.34614893893639775, 0, 17], [0.38312060459497693, 1, 17], [0.4046842071590717, 2, 17], [0.34654709313692034, 0, 18], [0.3828490738286027, 1, 18], [0.4038724952185916, 2, 18]]","[0.34654709313692034, 0.3828490738286027, 0.4038724952185916]",18
28,1,"['A', 'A', 'B']","[array([0.21560747, 0.78439253]), array([0.21603347, 0.78396653]), array([0.49371374, 0.50628626])]",True,"[[0.6781441888736592, 0, 0], [0.6771570548288397, 1, 0], [0.68049750098336, 2, 0], [0.6706786328062615, 0, 1], [0.6676738588880786, 1, 1], [0.6739509008325076, 2, 1], [0.6629564985028107, 0, 2], [0.6591541197902775, 1, 2], [0.6666758153371508, 2, 2], [0.6538907194673007, 0, 3], [0.6488456928498748, 1, 3], [0.6580550597713417, 2, 3], [0.6422354809081118, 0, 4], [0.6369931493358465, 1, 4], [0.6479609942351057, 2, 4], [0.6282802557173364, 0, 5], [0.6221966091634941, 1, 5], [0.6354293962897958, 2, 5], [0.6125478658544887, 0, 6], [0.6054858475132554, 1, 6], [0.6212090684907453, 2, 6], [0.5963890445731377, 0, 7], [0.5854140151776593, 1, 7], [0.6041579650210667, 2, 7], [0.5748462152687369, 0, 8], [0.5617683469941486, 1, 8], [0.5850652140169512, 2, 8], [0.5622399291185718, 0, 9], [0.5377476817088483, 1, 9], [0.5646762699242366, 2, 9], [0.5470325514411476, 0, 10], [0.5184283262789487, 1, 10], [0.5489281071356681, 2, 10], [0.529071119482404, 0, 11], [0.4974755280057482, 1, 11], [0.5317130055025019, 2, 11], [0.5077880358899081, 0, 12], [0.4733690662867117, 1, 12], [0.5114827259225897, 2, 12], [0.48290084845398784, 0, 13], [0.446247640886126, 1, 13], [0.4881215441195636, 2, 13], [0.4544336380721688, 0, 14], [0.41675832739739027, 1, 14], [0.46117588810548893, 2, 14], [0.423478922202885, 0, 15], [0.39067601804566987, 1, 15], [0.4296551227925571, 2, 15], [0.399740583262629, 0, 16], [0.38145304018110937, 1, 16], [0.4001774146728951, 2, 16], [0.3817160524022915, 0, 17], [0.37431492180924625, 1, 17], [0.39196929955732646, 2, 17], [0.3827023768512343, 0, 18], [0.37281746928495657, 1, 18], [0.40665409742101055, 2, 18], [0.38408777668720795, 0, 19], [0.37380047428559093, 1, 19], [0.4075714085742122, 2, 19]]","[0.38408777668720795, 0.37380047428559093, 0.4075714085742122]",19
28,1,"['A', 'A', 'B']","[array([0.21738204, 0.78261796]), array([0.21600471, 0.78399529]), array([0.49371374, 0.50628626])]",False,"[[0.6799561740166518, 0, 0], [0.6767572121629812, 1, 0], [0.68049750098336, 2, 0], [0.6737990859448815, 0, 1], [0.6677105420826418, 1, 1], [0.6739509008325076, 2, 1], [0.6668584425245073, 0, 2], [0.6591824570634585, 1, 2], [0.6666758153371508, 2, 2], [0.6582627991568227, 0, 3], [0.6488515897687763, 1, 3], [0.6580550597713417, 2, 3], [0.6470648095409848, 0, 4], [0.6369712745067517, 1, 4], [0.6479609942351057, 2, 4], [0.6335897986424441, 0, 5], [0.622143150501283, 1, 5], [0.6354293962897958, 2, 5], [0.6181582184105594, 0, 6], [0.6053331472277452, 1, 6], [0.6212090684907453, 2, 6], [0.6017637037452735, 0, 7], [0.5851481048036659, 1, 7], [0.6041579650210667, 2, 7], [0.5811164007658346, 0, 8], [0.5617385711799762, 1, 8], [0.5850652140169512, 2, 8], [0.5695844106930815, 0, 9], [0.5376299321216181, 1, 9], [0.5646762699242366, 2, 9], [0.5550067461033874, 0, 10], [0.5181763033678841, 1, 10], [0.5489281071356681, 2, 10], [0.5377243278163365, 0, 11], [0.4970290029006131, 1, 11], [0.5317130055025019, 2, 11], [0.5171556593345743, 0, 12], [0.47263315347147844, 1, 12], [0.5114827259225897, 2, 12], [0.4929878236301864, 0, 13], [0.44506213593550875, 1, 13], [0.4881215441195636, 2, 13], [0.4651926732885966, 0, 14], [0.41575923094681744, 1, 14], [0.46117588810548893, 2, 14], [0.43476827649225985, 0, 15], [0.3933709754218969, 1, 15], [0.4296551227925571, 2, 15], [0.4111659967907806, 0, 16], [0.3918005353164941, 1, 16], [0.4001774146728951, 2, 16], [0.3917417813515948, 0, 17], [0.38454189256937127, 1, 17], [0.39196929955732646, 2, 17], [0.38605999735653945, 0, 18], [0.37334627313316343, 1, 18], [0.40665409742101055, 2, 18], [0.3863695573114034, 0, 19], [0.3738909049415033, 1, 19], [0.4075714085742122, 2, 19]]","[0.3863695573114034, 0.3738909049415033, 0.4075714085742122]",19
29,1,"['A', 'A', 'B']","[array([0.20661162, 0.79338838]), array([0.19817933, 0.80182067]), array([0.47586248, 0.52413752])]",True,"[[0.6706327354691088, 0, 0], [0.676117393516956, 1, 0], [0.6784749651836471, 2, 0], [0.6583372130669953, 0, 1], [0.664569178827738, 1, 1], [0.6701036743035282, 2, 1], [0.6457823614692711, 0, 2], [0.6527434848163989, 1, 2], [0.6604960622913345, 2, 2], [0.6310906563426146, 0, 3], [0.63777378787385, 1, 3], [0.6479155618955834, 2, 3], [0.6123759541195398, 0, 4], [0.6200716080045522, 1, 4], [0.6328718227722548, 2, 4], [0.5888879937829004, 0, 5], [0.5980462892099018, 1, 5], [0.6136077281743028, 2, 5], [0.5604607398600475, 0, 6], [0.5714971527479662, 1, 6], [0.5897332447432369, 2, 6], [0.5281034465288823, 0, 7], [0.5408946672957238, 1, 7], [0.5590835515567972, 2, 7], [0.4921263424574907, 0, 8], [0.5029401281678768, 1, 8], [0.5225171150166196, 2, 8], [0.476143973077732, 0, 9], [0.4621579388993036, 1, 9], [0.48289567863896, 2, 9], [0.45499238300434164, 0, 10], [0.4368991418379625, 1, 10], [0.45940775179778565, 2, 10], [0.4275608881516694, 0, 11], [0.4106781143870647, 1, 11], [0.43956834003703915, 2, 11], [0.4092926287835762, 0, 12], [0.38690866189581713, 1, 12], [0.40565313097028655, 2, 12], [0.37334595902453577, 0, 13], [0.3564882762581776, 1, 13], [0.3932461362221468, 2, 13], [0.3655151975038478, 0, 14], [0.3588442071387448, 1, 14], [0.38662295257028934, 2, 14], [0.3606324030914847, 0, 15], [0.3610727140972131, 1, 15], [0.3856350539797887, 2, 15], [0.36029643928175203, 0, 16], [0.3595207447768231, 1, 16], [0.3829882333238483, 2, 16]]","[0.36029643928175203, 0.3595207447768231, 0.3829882333238483]",16
29,1,"['A', 'A', 'B']","[array([0.22001002, 0.77998998]), array([0.20696262, 0.79303738]), array([0.47586248, 0.52413752])]",False,"[[0.6697878115641251, 0, 0], [0.676220464260658, 1, 0], [0.6784749651836471, 2, 0], [0.6581125977434971, 0, 1], [0.6655031445506641, 1, 1], [0.6701036743035282, 2, 1], [0.6454902162387907, 0, 2], [0.6538192698232044, 1, 2], [0.6604960622913345, 2, 2], [0.6306491445770153, 0, 3], [0.6389252983772449, 1, 3], [0.6479155618955834, 2, 3], [0.611748143605426, 0, 4], [0.6212361550000519, 1, 4], [0.6328718227722548, 2, 4], [0.58855579005734, 0, 5], [0.5991525139980926, 1, 5], [0.6136077281743028, 2, 5], [0.5610681246616732, 0, 6], [0.5724550701421978, 1, 6], [0.5897332447432369, 2, 6], [0.5298211416009606, 0, 7], [0.5416110488058062, 1, 7], [0.5590835515567972, 2, 7], [0.4977432647625826, 0, 8], [0.5046886442218667, 1, 8], [0.5225171150166196, 2, 8], [0.48621454182032003, 0, 9], [0.4647642528196721, 1, 9], [0.48289567863896, 2, 9], [0.4661626889947261, 0, 10], [0.4395105942724059, 1, 10], [0.45940775179778565, 2, 10], [0.4396554327109963, 0, 11], [0.41306062742021205, 1, 11], [0.43956834003703915, 2, 11], [0.4183697293152856, 0, 12], [0.3870935930009529, 1, 12], [0.40565313097028655, 2, 12], [0.3920479663415994, 0, 13], [0.3650424769876241, 1, 13], [0.3932461362221468, 2, 13], [0.3839864781070392, 0, 14], [0.36955918845595503, 1, 14], [0.38662295257028934, 2, 14], [0.3785213560913273, 0, 15], [0.37154088520842543, 1, 15], [0.3856350539797887, 2, 15], [0.3772339058626074, 0, 16], [0.36976892420332846, 1, 16], [0.3829882333238483, 2, 16]]","[0.3772339058626074, 0.36976892420332846, 0.3829882333238483]",16
30,1,"['A', 'A', 'B']","[array([0.21086688, 0.78913312]), array([0.21242732, 0.78757268]), array([0.48438236, 0.51561764])]",True,"[[0.59563612854008, 0, 0], [0.599703641317445, 1, 0], [0.5882643948875935, 2, 0], [0.5579846593741223, 0, 1], [0.5628313112946162, 1, 1], [0.5587108388776005, 2, 1], [0.527296291949594, 0, 2], [0.5330851770257589, 1, 2], [0.5284152361139625, 2, 2], [0.49229129892712475, 0, 3], [0.49982780942534955, 1, 3], [0.4943551279910211, 2, 3], [0.45420947639065623, 0, 4], [0.4641731223843857, 1, 4], [0.4580110432724057, 2, 4], [0.4143719389611124, 0, 5], [0.42442109914655474, 1, 5], [0.42456955799585305, 2, 5], [0.3900486776174529, 0, 6], [0.3877802724159985, 1, 6], [0.4188861783250469, 2, 6], [0.38042160997270613, 0, 7], [0.3788472673157295, 1, 7], [0.3981617088973703, 2, 7], [0.3787917245713808, 0, 8], [0.3789631735536093, 1, 8], [0.3966779092765005, 2, 8], [0.3791187219268185, 0, 9], [0.3792574206628007, 1, 9], [0.39688764551407757, 2, 9]]","[0.3791187219268185, 0.3792574206628007, 0.39688764551407757]",9
30,1,"['A', 'A', 'B']","[array([0.21903702, 0.78096298]), array([0.22256709, 0.77743291]), array([0.48438236, 0.51561764])]",False,"[[0.6046529884726324, 0, 0], [0.6089524400595842, 1, 0], [0.5882643948875935, 2, 0], [0.5719086889311832, 0, 1], [0.5771316169350361, 1, 1], [0.5587108388776005, 2, 1], [0.5427685967258697, 0, 2], [0.5491332200874872, 1, 2], [0.5284152361139625, 2, 2], [0.5089337979455524, 0, 3], [0.5173136938809008, 1, 3], [0.4943551279910211, 2, 3], [0.4714915974985819, 0, 4], [0.4827015854877565, 1, 4], [0.4580110432724057, 2, 4], [0.43125178766411576, 0, 5], [0.4426451102425097, 1, 5], [0.42456955799585305, 2, 5], [0.39811124406623594, 0, 6], [0.3991138625526605, 1, 6], [0.4188861783250469, 2, 6], [0.3913928190084781, 0, 7], [0.3923363506927397, 1, 7], [0.3981617088973703, 2, 7], [0.38946185137373585, 0, 8], [0.3921415806557421, 1, 8], [0.3966779092765005, 2, 8], [0.3895018573686059, 0, 9], [0.3921141474433132, 1, 9], [0.39688764551407757, 2, 9]]","[0.3895018573686059, 0.3921141474433132, 0.39688764551407757]",9
31,1,"['A', 'A', 'B']","[array([0.20081145, 0.79918855]), array([0.19999622, 0.80000378]), array([0.47785173, 0.52214827])]",True,"[[0.674640373614826, 0, 0], [0.6850532019610115, 1, 0], [0.6851028190258434, 2, 0], [0.6530457674396816, 0, 1], [0.6735049424118891, 1, 1], [0.6716986319273227, 2, 1], [0.6251120751434844, 0, 2], [0.6521124634794548, 1, 2], [0.6494424624450339, 2, 2], [0.5889103911079896, 0, 3], [0.6255272581223628, 1, 3], [0.6178187879069608, 2, 3], [0.5521162973611351, 0, 4], [0.5904940087610346, 1, 4], [0.5836595648783577, 2, 4], [0.5137748641452902, 0, 5], [0.5590070374592023, 1, 5], [0.5472674762392444, 2, 5], [0.4719852291487707, 0, 6], [0.5093773560678583, 1, 6], [0.508784211712166, 2, 6], [0.43917593353006706, 0, 7], [0.4725723564175206, 1, 7], [0.4639388360191448, 2, 7], [0.4234411485132941, 0, 8], [0.4429538000904686, 1, 8], [0.441764069409606, 2, 8], [0.40962702773503673, 0, 9], [0.42257772228567186, 1, 9], [0.4215359550431185, 2, 9], [0.39532222333180445, 0, 10], [0.40803055052834886, 1, 10], [0.40410602717548927, 2, 10], [0.3795818176451102, 0, 11], [0.3954602028575613, 1, 11], [0.3877884962822883, 2, 11], [0.3574367237499173, 0, 12], [0.37432617363573956, 1, 12], [0.3732780906557682, 2, 12], [0.34336953777569434, 0, 13], [0.3637041184710566, 1, 13], [0.3829948018642122, 2, 13], [0.3439748796736823, 0, 14], [0.36509733820991414, 1, 14], [0.38696214763441694, 2, 14], [0.34577028259640874, 0, 15], [0.36519828612726174, 1, 15], [0.38666008234046945, 2, 15], [0.3445531675803971, 0, 16], [0.36326826830530057, 1, 16], [0.3870877237524393, 2, 16]]","[0.3445531675803971, 0.36326826830530057, 0.3870877237524393]",16
