seed,converged,num_goals,num_agents,agent_types,use_ep,num_iters
2,True,3,2,['A' 'A'],True,14
2,True,4,2,['B' 'A'],True,11
2,True,5,2,['B' 'B'],True,26
2,True,3,3,['B' 'A' 'A'],True,22
2,True,4,3,['B' 'B' 'B'],True,70
2,True,5,3,['A' 'B' 'A'],True,19
2,True,3,4,['B' 'B' 'B' 'A'],True,18
2,True,4,4,['A' 'B' 'A' 'A'],True,19
2,False,5,4,['B' 'B' 'B' 'A'],True,99
2,False,3,5,['A' 'B' 'A' 'A' 'B'],True,99
2,True,4,5,['B' 'B' 'B' 'A' 'A'],True,42
2,False,5,5,['A' 'A' 'A' 'B' 'B'],True,99
2,True,3,2,['A' 'A'],False,13
2,True,4,2,['B' 'A'],False,11
2,True,5,2,['B' 'B'],False,15
2,True,3,3,['B' 'A' 'A'],False,17
2,False,4,3,['B' 'B' 'B'],False,99
2,True,5,3,['A' 'B' 'A'],False,21
2,True,3,4,['B' 'B' 'B' 'A'],False,64
2,True,4,4,['A' 'B' 'A' 'A'],False,20
2,False,5,4,['B' 'B' 'B' 'A'],False,99
2,True,3,5,['A' 'B' 'A' 'A' 'B'],False,59
2,False,4,5,['B' 'B' 'B' 'A' 'A'],False,99
2,True,5,5,['A' 'A' 'A' 'B' 'B'],False,84
3,True,3,2,['A' 'B'],True,13
3,True,4,2,['A' 'A'],True,12
3,True,5,2,['A' 'A'],True,25
3,True,3,3,['A' 'A' 'B'],True,13
3,True,4,3,['A' 'A' 'A'],True,15
3,False,5,3,['A' 'B' 'B'],True,99
3,True,3,4,['A' 'A' 'A' 'B'],True,20
3,True,4,4,['A' 'B' 'B' 'A'],True,15
3,True,5,4,['B' 'A' 'A' 'B'],True,21
3,False,3,5,['A' 'B' 'B' 'A' 'B'],True,99
3,True,4,5,['B' 'A' 'A' 'B' 'B'],True,19
3,True,5,5,['B' 'A' 'A' 'B' 'A'],True,16
3,True,3,2,['A' 'B'],False,16
3,True,4,2,['A' 'A'],False,12
3,True,5,2,['A' 'A'],False,25
3,True,3,3,['A' 'A' 'B'],False,19
3,True,4,3,['A' 'A' 'A'],False,15
3,True,5,3,['A' 'B' 'B'],False,28
3,True,3,4,['A' 'A' 'A' 'B'],False,22
3,True,4,4,['A' 'B' 'B' 'A'],False,18
3,True,5,4,['B' 'A' 'A' 'B'],False,74
3,False,3,5,['A' 'B' 'B' 'A' 'B'],False,99
3,False,4,5,['B' 'A' 'A' 'B' 'B'],False,99
3,True,5,5,['B' 'A' 'A' 'B' 'A'],False,18
4,True,3,2,['A' 'A'],True,22
4,True,4,2,['A' 'A'],True,18
4,True,5,2,['B' 'B'],True,23
4,True,3,3,['A' 'A' 'B'],True,22
4,False,4,3,['B' 'B' 'B'],True,99
4,True,5,3,['A' 'B' 'A'],True,41
4,True,3,4,['B' 'B' 'B' 'B'],True,58
4,True,4,4,['A' 'B' 'A' 'A'],True,47
4,True,5,4,['A' 'A' 'B' 'A'],True,39
4,True,3,5,['A' 'B' 'A' 'A' 'A'],True,54
4,True,4,5,['A' 'A' 'B' 'A' 'A'],True,47
4,True,5,5,['A' 'B' 'A' 'A' 'B'],True,39
4,True,3,2,['A' 'A'],False,22
4,True,4,2,['A' 'A'],False,19
4,False,5,2,['B' 'B'],False,99
4,True,3,3,['A' 'A' 'B'],False,22
4,True,4,3,['B' 'B' 'B'],False,92
4,True,5,3,['A' 'B' 'A'],False,29
4,True,3,4,['B' 'B' 'B' 'B'],False,51
4,True,4,4,['A' 'B' 'A' 'A'],False,47
4,True,5,4,['A' 'A' 'B' 'A'],False,39
4,True,3,5,['A' 'B' 'A' 'A' 'A'],False,54
4,True,4,5,['A' 'A' 'B' 'A' 'A'],False,29
4,False,5,5,['A' 'B' 'A' 'A' 'B'],False,99
5,True,3,2,['B' 'B'],True,19
5,True,4,2,['A' 'B'],True,41
5,True,5,2,['B' 'A'],True,21
5,False,3,3,['A' 'B' 'B'],True,99
5,True,4,3,['B' 'A' 'A'],True,23
5,True,5,3,['B' 'A' 'A'],True,27
5,True,3,4,['B' 'A' 'A' 'A'],True,22
5,True,4,4,['B' 'A' 'A' 'B'],True,54
5,True,5,4,['B' 'A' 'B' 'B'],True,31
5,True,3,5,['B' 'A' 'A' 'B' 'B'],True,22
5,True,4,5,['B' 'A' 'B' 'B' 'A'],True,53
5,True,5,5,['A' 'B' 'A' 'B' 'A'],True,28
5,True,3,2,['B' 'B'],False,35
5,True,4,2,['A' 'B'],False,35
5,True,5,2,['B' 'A'],False,22
5,False,3,3,['A' 'B' 'B'],False,99
5,True,4,3,['B' 'A' 'A'],False,23
5,True,5,3,['B' 'A' 'A'],False,26
5,True,3,4,['B' 'A' 'A' 'A'],False,24
5,True,4,4,['B' 'A' 'A' 'B'],False,22
5,False,5,4,['B' 'A' 'B' 'B'],False,99
5,True,3,5,['B' 'A' 'A' 'B' 'B'],False,56
5,True,4,5,['B' 'A' 'B' 'B' 'A'],False,53
5,False,5,5,['A' 'B' 'A' 'B' 'A'],False,99
6,True,3,2,['A' 'B'],True,15
6,True,4,2,['A' 'A'],True,15
6,True,5,2,['A' 'B'],True,15
6,True,3,3,['A' 'A' 'B'],True,15
6,True,4,3,['A' 'B' 'B'],True,12
6,True,5,3,['B' 'B' 'A'],True,20
6,True,3,4,['A' 'B' 'B' 'A'],True,15
6,True,4,4,['B' 'B' 'A' 'A'],True,22
6,False,5,4,['B' 'B' 'B' 'B'],True,99
6,True,3,5,['B' 'B' 'A' 'A' 'B'],True,44
6,True,4,5,['B' 'B' 'B' 'B' 'A'],True,31
6,True,5,5,['A' 'B' 'A' 'A' 'A'],True,25
6,True,3,2,['A' 'B'],False,19
6,True,4,2,['A' 'A'],False,15
6,True,5,2,['A' 'B'],False,9
6,True,3,3,['A' 'A' 'B'],False,25
6,True,4,3,['A' 'B' 'B'],False,15
6,False,5,3,['B' 'B' 'A'],False,99
6,False,3,4,['A' 'B' 'B' 'A'],False,99
6,False,4,4,['B' 'B' 'A' 'A'],False,99
6,False,5,4,['B' 'B' 'B' 'B'],False,99
6,False,3,5,['B' 'B' 'A' 'A' 'B'],False,99
6,False,4,5,['B' 'B' 'B' 'B' 'A'],False,99
6,True,5,5,['A' 'B' 'A' 'A' 'A'],False,25
7,True,3,2,['A' 'A'],True,22
7,True,4,2,['A' 'A'],True,10
7,True,5,2,['A' 'A'],True,27
7,True,3,3,['A' 'A' 'B'],True,22
7,False,4,3,['A' 'A' 'B'],True,99
7,False,5,3,['A' 'B' 'B'],True,99
7,True,3,4,['A' 'A' 'B' 'A'],True,22
7,True,4,4,['A' 'B' 'B' 'A'],True,23
7,True,5,4,['A' 'B' 'B' 'A'],True,20
7,True,3,5,['A' 'B' 'B' 'A' 'A'],True,22
7,False,4,5,['A' 'B' 'B' 'A' 'B'],True,99
7,True,5,5,['B' 'B' 'A' 'A' 'A'],True,30
7,True,3,2,['A' 'A'],False,22
7,True,4,2,['A' 'A'],False,10
7,True,5,2,['A' 'A'],False,27
7,True,3,3,['A' 'A' 'B'],False,22
7,True,4,3,['A' 'A' 'B'],False,23
7,True,5,3,['A' 'B' 'B'],False,45
7,True,3,4,['A' 'A' 'B' 'A'],False,22
7,True,4,4,['A' 'B' 'B' 'A'],False,22
7,False,5,4,['A' 'B' 'B' 'A'],False,99
7,True,3,5,['A' 'B' 'B' 'A' 'A'],False,26
7,False,4,5,['A' 'B' 'B' 'A' 'B'],False,99
7,False,5,5,['B' 'B' 'A' 'A' 'A'],False,99
8,True,3,2,['B' 'B'],True,30
8,True,4,2,['A' 'B'],True,8
8,True,5,2,['A' 'B'],True,18
8,True,3,3,['A' 'B' 'A'],True,15
8,True,4,3,['A' 'B' 'A'],True,16
8,False,5,3,['B' 'A' 'B'],True,99
8,True,3,4,['A' 'B' 'A' 'B'],True,15
8,True,4,4,['B' 'A' 'B' 'B'],True,28
8,True,5,4,['B' 'B' 'A' 'B'],True,44
8,True,3,5,['B' 'A' 'B' 'B' 'B'],True,19
8,True,4,5,['B' 'B' 'A' 'B' 'A'],True,38
8,False,5,5,['A' 'A' 'A' 'B' 'B'],True,99
8,False,3,2,['B' 'B'],False,99
8,True,4,2,['A' 'B'],False,10
8,True,5,2,['A' 'B'],False,15
8,True,3,3,['A' 'B' 'A'],False,18
8,True,4,3,['A' 'B' 'A'],False,19
8,True,5,3,['B' 'A' 'B'],False,60
8,False,3,4,['A' 'B' 'A' 'B'],False,99
8,False,4,4,['B' 'A' 'B' 'B'],False,99
8,False,5,4,['B' 'B' 'A' 'B'],False,99
8,False,3,5,['B' 'A' 'B' 'B' 'B'],False,99
8,False,4,5,['B' 'B' 'A' 'B' 'A'],False,99
8,True,5,5,['A' 'A' 'A' 'B' 'B'],False,20
9,True,3,2,['B' 'A'],True,11
9,True,4,2,['A' 'B'],True,18
9,True,5,2,['A' 'B'],True,52
9,True,3,3,['A' 'B' 'A'],True,24
9,False,4,3,['A' 'B' 'A'],True,99
9,True,5,3,['A' 'A' 'A'],True,34
9,True,3,4,['A' 'B' 'A' 'A'],True,50
9,True,4,4,['A' 'A' 'A' 'A'],True,30
9,True,5,4,['A' 'A' 'B' 'A'],True,33
9,True,3,5,['A' 'A' 'A' 'A' 'A'],True,47
9,False,4,5,['A' 'A' 'B' 'A' 'B'],True,99
9,False,5,5,['B' 'B' 'B' 'B' 'A'],True,99
9,True,3,2,['B' 'A'],False,11
9,True,4,2,['A' 'B'],False,18
9,True,5,2,['A' 'B'],False,40
9,True,3,3,['A' 'B' 'A'],False,25
9,False,4,3,['A' 'B' 'A'],False,99
9,True,5,3,['A' 'A' 'A'],False,34
9,True,3,4,['A' 'B' 'A' 'A'],False,45
9,True,4,4,['A' 'A' 'A' 'A'],False,32
9,True,5,4,['A' 'A' 'B' 'A'],False,34
9,True,3,5,['A' 'A' 'A' 'A' 'A'],False,47
9,True,4,5,['A' 'A' 'B' 'A' 'B'],False,58
9,False,5,5,['B' 'B' 'B' 'B' 'A'],False,99
10,True,3,2,['A' 'B'],True,26
10,True,4,2,['B' 'B'],True,27
10,True,5,2,['B' 'A'],True,20
10,True,3,3,['B' 'B' 'A'],True,85
10,True,4,3,['B' 'A' 'A'],True,25
10,True,5,3,['A' 'A' 'A'],True,33
10,True,3,4,['B' 'A' 'A' 'B'],True,28
10,True,4,4,['A' 'A' 'A' 'B'],True,29
10,True,5,4,['B' 'A' 'B' 'B'],True,50
10,True,3,5,['A' 'A' 'A' 'B' 'B'],True,46
10,True,4,5,['B' 'A' 'B' 'B' 'B'],True,27
10,False,5,5,['B' 'B' 'B' 'A' 'B'],True,99
10,True,3,2,['A' 'B'],False,26
10,False,4,2,['B' 'B'],False,99
10,True,5,2,['B' 'A'],False,21
10,False,3,3,['B' 'B' 'A'],False,99
10,True,4,3,['B' 'A' 'A'],False,25
10,True,5,3,['A' 'A' 'A'],False,31
10,False,3,4,['B' 'A' 'A' 'B'],False,99
10,True,4,4,['A' 'A' 'A' 'B'],False,28
10,True,5,4,['B' 'A' 'B' 'B'],False,43
10,False,3,5,['A' 'A' 'A' 'B' 'B'],False,99
10,False,4,5,['B' 'A' 'B' 'B' 'B'],False,99
10,False,5,5,['B' 'B' 'B' 'A' 'B'],False,99
11,True,3,2,['A' 'A'],True,24
11,True,4,2,['A' 'B'],True,25
11,True,5,2,['A' 'B'],True,34
11,True,3,3,['A' 'B' 'B'],True,34
11,True,4,3,['A' 'B' 'B'],True,34
11,False,5,3,['A' 'B' 'B'],True,99
11,True,3,4,['A' 'B' 'B' 'A'],True,33
11,True,4,4,['A' 'B' 'B' 'A'],True,35
11,True,5,4,['B' 'A' 'A' 'A'],True,24
11,False,3,5,['A' 'B' 'B' 'A' 'B'],True,99
11,True,4,5,['B' 'A' 'A' 'A' 'B'],True,47
11,False,5,5,['B' 'B' 'A' 'B' 'B'],True,99
11,True,3,2,['A' 'A'],False,24
11,True,4,2,['A' 'B'],False,25
11,True,5,2,['A' 'B'],False,34
11,True,3,3,['A' 'B' 'B'],False,27
11,False,4,3,['A' 'B' 'B'],False,99
11,True,5,3,['A' 'B' 'B'],False,24
11,True,3,4,['A' 'B' 'B' 'A'],False,42
11,True,4,4,['A' 'B' 'B' 'A'],False,34
11,True,5,4,['B' 'A' 'A' 'A'],False,24
11,False,3,5,['A' 'B' 'B' 'A' 'B'],False,99
11,True,4,5,['B' 'A' 'A' 'A' 'B'],False,46
11,False,5,5,['B' 'B' 'A' 'B' 'B'],False,99
12,True,3,2,['A' 'B'],True,28
12,True,4,2,['B' 'A'],True,29
12,True,5,2,['A' 'A'],True,25
12,True,3,3,['B' 'A' 'B'],True,45
12,True,4,3,['A' 'A' 'B'],True,29
12,False,5,3,['A' 'B' 'B'],True,99
12,True,3,4,['A' 'A' 'B' 'B'],True,36
12,True,4,4,['A' 'B' 'B' 'A'],True,27
12,True,5,4,['A' 'A' 'A' 'A'],True,26
12,True,3,5,['A' 'B' 'B' 'A' 'A'],True,37
12,True,4,5,['A' 'A' 'A' 'A' 'A'],True,27
12,False,5,5,['A' 'A' 'B' 'B' 'B'],True,99
12,True,3,2,['A' 'B'],False,33
12,True,4,2,['B' 'A'],False,31
12,True,5,2,['A' 'A'],False,26
12,False,3,3,['B' 'A' 'B'],False,99
12,True,4,3,['A' 'A' 'B'],False,31
12,True,5,3,['A' 'B' 'B'],False,26
12,False,3,4,['A' 'A' 'B' 'B'],False,99
12,True,4,4,['A' 'B' 'B' 'A'],False,28
12,True,5,4,['A' 'A' 'A' 'A'],False,26
12,False,3,5,['A' 'B' 'B' 'A' 'A'],False,99
12,True,4,5,['A' 'A' 'A' 'A' 'A'],False,27
12,False,5,5,['A' 'A' 'B' 'B' 'B'],False,99
13,False,3,2,['B' 'B'],True,99
13,True,4,2,['A' 'B'],True,50
13,True,5,2,['B' 'A'],True,25
13,False,3,3,['A' 'B' 'B'],True,99
13,True,4,3,['B' 'A' 'B'],True,29
13,True,5,3,['B' 'A' 'A'],True,27
13,True,3,4,['B' 'A' 'B' 'B'],True,67
13,True,4,4,['B' 'A' 'A' 'A'],True,29
13,True,5,4,['B' 'A' 'A' 'A'],True,27
13,True,3,5,['B' 'A' 'A' 'A' 'B'],True,54
13,True,4,5,['B' 'A' 'A' 'A' 'A'],True,29
13,True,5,5,['A' 'A' 'A' 'B' 'B'],True,31
13,False,3,2,['B' 'B'],False,99
13,True,4,2,['A' 'B'],False,31
13,True,5,2,['B' 'A'],False,26
13,False,3,3,['A' 'B' 'B'],False,99
13,False,4,3,['B' 'A' 'B'],False,99
13,True,5,3,['B' 'A' 'A'],False,28
13,False,3,4,['B' 'A' 'B' 'B'],False,99
13,True,4,4,['B' 'A' 'A' 'A'],False,29
13,True,5,4,['B' 'A' 'A' 'A'],False,29
13,False,3,5,['B' 'A' 'A' 'A' 'B'],False,99
13,True,4,5,['B' 'A' 'A' 'A' 'A'],False,29
13,True,5,5,['A' 'A' 'A' 'B' 'B'],False,90
14,True,3,2,['B' 'A'],True,17
14,True,4,2,['A' 'A'],True,11
14,True,5,2,['B' 'B'],True,22
14,True,3,3,['A' 'A' 'A'],True,16
14,True,4,3,['B' 'B' 'A'],True,37
14,True,5,3,['B' 'A' 'B'],True,24
14,False,3,4,['B' 'B' 'A' 'B'],True,99
14,True,4,4,['B' 'A' 'B' 'B'],True,24
14,True,5,4,['B' 'A' 'B' 'B'],True,20
14,True,3,5,['B' 'A' 'B' 'B' 'B'],True,16
14,True,4,5,['B' 'A' 'B' 'B' 'B'],True,15
14,True,5,5,['B' 'A' 'B' 'B' 'A'],True,60
14,True,3,2,['B' 'A'],False,21
14,True,4,2,['A' 'A'],False,11
14,True,5,2,['B' 'B'],False,11
14,True,3,3,['A' 'A' 'A'],False,16
14,False,4,3,['B' 'B' 'A'],False,99
14,True,5,3,['B' 'A' 'B'],False,88
14,False,3,4,['B' 'B' 'A' 'B'],False,99
14,False,4,4,['B' 'A' 'B' 'B'],False,99
14,False,5,4,['B' 'A' 'B' 'B'],False,99
14,False,3,5,['B' 'A' 'B' 'B' 'B'],False,99
14,False,4,5,['B' 'A' 'B' 'B' 'B'],False,99
14,True,5,5,['B' 'A' 'B' 'B' 'A'],False,87
15,True,3,2,['A' 'B'],True,10
15,True,4,2,['B' 'B'],True,27
15,True,5,2,['B' 'A'],True,31
15,True,3,3,['B' 'B' 'B'],True,97
15,True,4,3,['B' 'A' 'B'],True,28
15,True,5,3,['A' 'B' 'A'],True,31
15,False,3,4,['B' 'A' 'B' 'B'],True,99
15,True,4,4,['A' 'B' 'A' 'A'],True,35
15,True,5,4,['B' 'B' 'B' 'A'],True,73
15,True,3,5,['A' 'B' 'A' 'A' 'B'],True,31
15,False,4,5,['B' 'B' 'B' 'A' 'B'],True,99
15,True,5,5,['B' 'A' 'A' 'B' 'A'],True,41
15,True,3,2,['A' 'B'],False,13
15,False,4,2,['B' 'B'],False,99
15,True,5,2,['B' 'A'],False,31
15,True,3,3,['B' 'B' 'B'],False,64
15,False,4,3,['B' 'A' 'B'],False,99
15,True,5,3,['A' 'B' 'A'],False,28
15,False,3,4,['B' 'A' 'B' 'B'],False,99
15,True,4,4,['A' 'B' 'A' 'A'],False,38
15,False,5,4,['B' 'B' 'B' 'A'],False,99
15,False,3,5,['A' 'B' 'A' 'A' 'B'],False,99
15,False,4,5,['B' 'B' 'B' 'A' 'B'],False,99
15,False,5,5,['B' 'A' 'A' 'B' 'A'],False,99
16,True,3,2,['B' 'B'],True,35
16,False,4,2,['A' 'A'],True,99
16,True,5,2,['A' 'B'],True,7
16,False,3,3,['A' 'A' 'B'],True,99
16,False,4,3,['A' 'B' 'A'],True,99
16,True,5,3,['A' 'B' 'A'],True,16
16,False,3,4,['A' 'B' 'A' 'A'],True,99
16,False,4,4,['A' 'B' 'A' 'B'],True,99
16,True,5,4,['A' 'A' 'B' 'B'],True,15
16,False,3,5,['A' 'B' 'A' 'B' 'A'],True,99
16,True,4,5,['A' 'A' 'B' 'B' 'A'],True,68
16,False,5,5,['A' 'B' 'A' 'A' 'B'],True,99
16,True,3,2,['B' 'B'],False,43
16,False,4,2,['A' 'A'],False,99
16,True,5,2,['A' 'B'],False,7
16,False,3,3,['A' 'A' 'B'],False,99
16,True,4,3,['A' 'B' 'A'],False,72
16,True,5,3,['A' 'B' 'A'],False,16
16,True,3,4,['A' 'B' 'A' 'A'],False,42
16,False,4,4,['A' 'B' 'A' 'B'],False,99
16,False,5,4,['A' 'A' 'B' 'B'],False,99
16,False,3,5,['A' 'B' 'A' 'B' 'A'],False,99
16,False,4,5,['A' 'A' 'B' 'B' 'A'],False,99
16,True,5,5,['A' 'B' 'A' 'A' 'B'],False,17
17,True,3,2,['A' 'A'],True,13
17,True,4,2,['A' 'B'],True,61
17,True,5,2,['B' 'B'],True,22
17,True,3,3,['A' 'B' 'A'],True,27
17,True,4,3,['B' 'B' 'A'],True,24
17,False,5,3,['A' 'B' 'B'],True,99
17,False,3,4,['B' 'B' 'A' 'B'],True,99
17,True,4,4,['A' 'B' 'B' 'B'],True,32
17,True,5,4,['A' 'B' 'B' 'A'],True,25
17,True,3,5,['A' 'B' 'B' 'B' 'A'],True,33
17,True,4,5,['A' 'B' 'B' 'A' 'A'],True,29
17,False,5,5,['A' 'A' 'A' 'A' 'B'],True,99
17,True,3,2,['A' 'A'],False,13
17,True,4,2,['A' 'B'],False,29
17,True,5,2,['B' 'B'],False,26
17,True,3,3,['A' 'B' 'A'],False,27
17,True,4,3,['B' 'B' 'A'],False,26
17,True,5,3,['A' 'B' 'B'],False,35
17,False,3,4,['B' 'B' 'A' 'B'],False,99
17,False,4,4,['A' 'B' 'B' 'B'],False,99
17,True,5,4,['A' 'B' 'B' 'A'],False,26
17,False,3,5,['A' 'B' 'B' 'B' 'A'],False,99
17,False,4,5,['A' 'B' 'B' 'A' 'A'],False,99
17,True,5,5,['A' 'A' 'A' 'A' 'B'],False,25
18,True,3,2,['B' 'B'],True,50
18,True,4,2,['A' 'A'],True,21
18,True,5,2,['B' 'B'],True,26
18,True,3,3,['A' 'A' 'B'],True,85
18,True,4,3,['B' 'B' 'B'],True,25
18,True,5,3,['A' 'B' 'A'],True,28
18,True,3,4,['B' 'B' 'B' 'A'],True,31
18,True,4,4,['A' 'B' 'A' 'B'],True,23
18,False,5,4,['A' 'A' 'A' 'B'],True,99
18,True,3,5,['A' 'B' 'A' 'B' 'A'],True,25
18,False,4,5,['A' 'A' 'A' 'B' 'B'],True,99
18,True,5,5,['B' 'B' 'A' 'A' 'A'],True,21
18,False,3,2,['B' 'B'],False,99
18,True,4,2,['A' 'A'],False,21
18,True,5,2,['B' 'B'],False,20
18,True,3,3,['A' 'A' 'B'],False,80
18,False,4,3,['B' 'B' 'B'],False,99
18,True,5,3,['A' 'B' 'A'],False,20
18,False,3,4,['B' 'B' 'B' 'A'],False,99
18,True,4,4,['A' 'B' 'A' 'B'],False,23
18,True,5,4,['A' 'A' 'A' 'B'],False,20
18,False,3,5,['A' 'B' 'A' 'B' 'A'],False,99
18,False,4,5,['A' 'A' 'A' 'B' 'B'],False,99
18,False,5,5,['B' 'B' 'A' 'A' 'A'],False,99
19,True,3,2,['B' 'B'],True,86
19,True,4,2,['B' 'B'],True,18
19,True,5,2,['A' 'B'],True,17
19,False,3,3,['B' 'B' 'B'],True,99
19,False,4,3,['A' 'B' 'B'],True,99
19,False,5,3,['A' 'B' 'B'],True,99
19,False,3,4,['A' 'B' 'B' 'B'],True,99
19,True,4,4,['A' 'B' 'B' 'A'],True,37
19,False,5,4,['B' 'B' 'B' 'B'],True,99
19,True,3,5,['A' 'B' 'B' 'A' 'B'],True,41
19,False,4,5,['B' 'B' 'B' 'B' 'A'],True,99
19,True,5,5,['A' 'A' 'B' 'B' 'A'],True,23
19,True,3,2,['B' 'B'],False,67
19,False,4,2,['B' 'B'],False,99
19,True,5,2,['A' 'B'],False,18
19,True,3,3,['B' 'B' 'B'],False,56
19,False,4,3,['A' 'B' 'B'],False,99
19,False,5,3,['A' 'B' 'B'],False,99
19,False,3,4,['A' 'B' 'B' 'B'],False,99
19,True,4,4,['A' 'B' 'B' 'A'],False,77
19,False,5,4,['B' 'B' 'B' 'B'],False,99
19,False,3,5,['A' 'B' 'B' 'A' 'B'],False,99
19,False,4,5,['B' 'B' 'B' 'B' 'A'],False,99
19,False,5,5,['A' 'A' 'B' 'B' 'A'],False,99
20,True,3,2,['A' 'B'],True,62
20,True,4,2,['A' 'A'],True,17
20,True,5,2,['B' 'B'],True,15
20,True,3,3,['A' 'A' 'B'],True,35
20,False,4,3,['B' 'B' 'B'],True,99
20,False,5,3,['A' 'A' 'B'],True,99
20,True,3,4,['B' 'B' 'B' 'A'],True,67
20,True,4,4,['A' 'A' 'B' 'B'],True,29
20,True,5,4,['A' 'B' 'B' 'A'],True,28
20,True,3,5,['A' 'A' 'B' 'B' 'A'],True,29
20,False,4,5,['A' 'B' 'B' 'A' 'B'],True,99
20,False,5,5,['B' 'B' 'B' 'B' 'B'],True,99
20,True,3,2,['A' 'B'],False,31
20,True,4,2,['A' 'A'],False,17
20,False,5,2,['B' 'B'],False,99
20,True,3,3,['A' 'A' 'B'],False,36
20,False,4,3,['B' 'B' 'B'],False,99
20,True,5,3,['A' 'A' 'B'],False,32
20,False,3,4,['B' 'B' 'B' 'A'],False,99
20,False,4,4,['A' 'A' 'B' 'B'],False,99
20,False,5,4,['A' 'B' 'B' 'A'],False,99
20,True,3,5,['A' 'A' 'B' 'B' 'A'],False,30
20,False,4,5,['A' 'B' 'B' 'A' 'B'],False,99
20,False,5,5,['B' 'B' 'B' 'B' 'B'],False,99
21,True,3,2,['B' 'A'],True,20
21,True,4,2,['A' 'A'],True,14
21,True,5,2,['B' 'A'],True,22
21,True,3,3,['A' 'A' 'A'],True,22
21,True,4,3,['B' 'A' 'B'],True,43
21,True,5,3,['A' 'B' 'B'],True,25
21,True,3,4,['B' 'A' 'B' 'A'],True,23
21,True,4,4,['A' 'B' 'B' 'A'],True,18
21,True,5,4,['B' 'A' 'A' 'A'],True,22
21,True,3,5,['A' 'B' 'B' 'A' 'B'],True,32
21,True,4,5,['B' 'A' 'A' 'A' 'A'],True,20
21,False,5,5,['A' 'A' 'A' 'A' 'B'],True,99
21,True,3,2,['B' 'A'],False,20
21,True,4,2,['A' 'A'],False,14
21,True,5,2,['B' 'A'],False,23
21,True,3,3,['A' 'A' 'A'],False,22
21,False,4,3,['B' 'A' 'B'],False,99
21,True,5,3,['A' 'B' 'B'],False,21
21,True,3,4,['B' 'A' 'B' 'A'],False,51
21,False,4,4,['A' 'B' 'B' 'A'],False,99
21,True,5,4,['B' 'A' 'A' 'A'],False,22
21,False,3,5,['A' 'B' 'B' 'A' 'B'],False,99
21,True,4,5,['B' 'A' 'A' 'A' 'A'],False,21
21,True,5,5,['A' 'A' 'A' 'A' 'B'],False,22
22,True,3,2,['B' 'A'],True,12
22,True,4,2,['A' 'A'],True,14
22,True,5,2,['B' 'A'],True,19
22,True,3,3,['A' 'A' 'B'],True,13
22,True,4,3,['B' 'A' 'A'],True,19
22,True,5,3,['A' 'B' 'A'],True,43
22,True,3,4,['B' 'A' 'A' 'B'],True,23
22,False,4,4,['A' 'B' 'A' 'B'],True,99
