seed,converged,num_goals,num_agents,agent_types,use_ep,greedy,num_iters
13,False,5,5,['A' 'A' 'A' 'B' 'B'],True,True,99
13,True,2,2,['A' 'B'],True,False,11
13,True,3,3,['A' 'B' 'B'],True,False,30
13,True,4,4,['B' 'A' 'A' 'A'],True,False,38
13,True,5,5,['A' 'A' 'A' 'B' 'B'],True,False,59
13,True,2,2,['A' 'B'],False,False,12
13,False,3,3,['A' 'B' 'B'],False,False,99
13,False,4,4,['B' 'A' 'A' 'A'],False,False,99
13,False,5,5,['A' 'A' 'A' 'B' 'B'],False,False,99
14,True,2,2,['B' 'A'],True,True,15
14,False,3,3,['A' 'A' 'A'],True,True,99
14,False,4,4,['B' 'A' 'B' 'B'],True,True,99
14,False,5,5,['B' 'A' 'B' 'B' 'A'],True,True,99
14,True,2,2,['B' 'A'],True,False,18
14,True,3,3,['A' 'A' 'A'],True,False,32
14,False,4,4,['B' 'A' 'B' 'B'],True,False,99
14,False,5,5,['B' 'A' 'B' 'B' 'A'],True,False,99
14,True,2,2,['B' 'A'],False,False,21
14,True,3,3,['A' 'A' 'A'],False,False,31
14,False,4,4,['B' 'A' 'B' 'B'],False,False,99
14,False,5,5,['B' 'A' 'B' 'B' 'A'],False,False,99
15,False,2,2,['B' 'B'],True,True,99
15,True,3,3,['B' 'B' 'B'],True,True,9
15,False,4,4,['A' 'B' 'A' 'A'],True,True,99
15,False,5,5,['B' 'A' 'A' 'B' 'A'],True,True,99
15,True,2,2,['B' 'B'],True,False,30
15,False,3,3,['B' 'B' 'B'],True,False,99
15,True,4,4,['A' 'B' 'A' 'A'],True,False,21
15,False,5,5,['B' 'A' 'A' 'B' 'A'],True,False,99
15,True,2,2,['B' 'B'],False,False,19
15,False,3,3,['B' 'B' 'B'],False,False,99
15,True,4,4,['A' 'B' 'A' 'A'],False,False,24
15,False,5,5,['B' 'A' 'A' 'B' 'A'],False,False,99
16,False,2,2,['A' 'A'],True,True,99
16,False,3,3,['A' 'A' 'B'],True,True,99
16,True,4,4,['A' 'B' 'A' 'B'],True,True,15
16,False,5,5,['A' 'B' 'A' 'A' 'B'],True,True,99
16,True,2,2,['A' 'A'],True,False,12
16,True,3,3,['A' 'A' 'B'],True,False,16
16,True,4,4,['A' 'B' 'A' 'B'],True,False,16
16,True,5,5,['A' 'B' 'A' 'A' 'B'],True,False,32
16,True,2,2,['A' 'A'],False,False,12
16,True,3,3,['A' 'A' 'B'],False,False,16
16,False,4,4,['A' 'B' 'A' 'B'],False,False,99
16,False,5,5,['A' 'B' 'A' 'A' 'B'],False,False,99
17,False,2,2,['A' 'B'],True,True,99
17,False,3,3,['A' 'B' 'A'],True,True,99
17,True,4,4,['A' 'B' 'B' 'B'],True,True,20
17,False,5,5,['A' 'A' 'A' 'A' 'B'],True,True,99
17,True,2,2,['A' 'B'],True,False,52
17,True,3,3,['A' 'B' 'A'],True,False,34
17,True,4,4,['A' 'B' 'B' 'B'],True,False,22
17,True,5,5,['A' 'A' 'A' 'A' 'B'],True,False,33
17,True,2,2,['A' 'B'],False,False,52
17,True,3,3,['A' 'B' 'A'],False,False,34
17,False,4,4,['A' 'B' 'B' 'B'],False,False,99
17,False,5,5,['A' 'A' 'A' 'A' 'B'],False,False,99
18,False,2,2,['A' 'A'],True,True,99
18,False,3,3,['A' 'A' 'B'],True,True,99
18,False,4,4,['A' 'B' 'A' 'B'],True,True,99
18,False,5,5,['B' 'B' 'A' 'A' 'A'],True,True,99
18,True,2,2,['A' 'A'],True,False,32
18,True,3,3,['A' 'A' 'B'],True,False,30
18,True,4,4,['A' 'B' 'A' 'B'],True,False,39
18,False,5,5,['B' 'B' 'A' 'A' 'A'],True,False,99
18,True,2,2,['A' 'A'],False,False,32
18,True,3,3,['A' 'A' 'B'],False,False,30
18,False,4,4,['A' 'B' 'A' 'B'],False,False,99
18,False,5,5,['B' 'B' 'A' 'A' 'A'],False,False,99
19,True,2,2,['A' 'A'],True,True,18
19,False,3,3,['B' 'B' 'B'],True,True,99
19,False,4,4,['A' 'B' 'B' 'A'],True,True,99
19,False,5,5,['A' 'A' 'B' 'B' 'A'],True,True,99
19,True,2,2,['A' 'A'],True,False,25
19,False,3,3,['B' 'B' 'B'],True,False,99
19,True,4,4,['A' 'B' 'B' 'A'],True,False,15
19,False,5,5,['A' 'A' 'B' 'B' 'A'],True,False,99
19,True,2,2,['A' 'A'],False,False,25
19,False,3,3,['B' 'B' 'B'],False,False,99
19,False,4,4,['A' 'B' 'B' 'A'],False,False,99
19,False,5,5,['A' 'A' 'B' 'B' 'A'],False,False,99
20,False,2,2,['A' 'A'],True,True,99
20,False,3,3,['A' 'A' 'B'],True,True,99
20,False,4,4,['A' 'A' 'B' 'B'],True,True,99
20,False,5,5,['B' 'B' 'B' 'B' 'B'],True,True,99
20,True,2,2,['A' 'A'],True,False,34
20,True,3,3,['A' 'A' 'B'],True,False,30
20,True,4,4,['A' 'A' 'B' 'B'],True,False,34
20,False,5,5,['B' 'B' 'B' 'B' 'B'],True,False,99
20,True,2,2,['A' 'A'],False,False,34
20,True,3,3,['A' 'A' 'B'],False,False,52
20,False,4,4,['A' 'A' 'B' 'B'],False,False,99
20,False,5,5,['B' 'B' 'B' 'B' 'B'],False,False,99
21,False,2,2,['A' 'B'],True,True,99
21,False,3,3,['A' 'A' 'A'],True,True,99
21,False,4,4,['A' 'B' 'B' 'A'],True,True,99
21,False,5,5,['A' 'A' 'A' 'A' 'B'],True,True,99
21,True,2,2,['A' 'B'],True,False,19
21,True,3,3,['A' 'A' 'A'],True,False,34
21,True,4,4,['A' 'B' 'B' 'A'],True,False,41
21,True,5,5,['A' 'A' 'A' 'A' 'B'],True,False,27
21,True,2,2,['A' 'B'],False,False,23
21,True,3,3,['A' 'A' 'A'],False,False,34
21,False,4,4,['A' 'B' 'B' 'A'],False,False,99
21,False,5,5,['A' 'A' 'A' 'A' 'B'],False,False,99
22,True,2,2,['B' 'A'],True,True,8
22,False,3,3,['A' 'A' 'B'],True,True,99
22,True,4,4,['A' 'B' 'A' 'B'],True,True,14
22,False,5,5,['B' 'B' 'B' 'B' 'A'],True,True,99
22,True,2,2,['B' 'A'],True,False,11
22,True,3,3,['A' 'A' 'B'],True,False,13
22,True,4,4,['A' 'B' 'A' 'B'],True,False,18
22,False,5,5,['B' 'B' 'B' 'B' 'A'],True,False,99
22,True,2,2,['B' 'A'],False,False,11
22,True,3,3,['A' 'A' 'B'],False,False,13
22,False,4,4,['A' 'B' 'A' 'B'],False,False,99
22,False,5,5,['B' 'B' 'B' 'B' 'A'],False,False,99
23,True,2,2,['B' 'A'],True,True,19
23,False,3,3,['A' 'B' 'A'],True,True,99
23,False,4,4,['B' 'B' 'B' 'B'],True,True,99
23,False,5,5,['A' 'B' 'B' 'A' 'B'],True,True,99
23,True,2,2,['B' 'A'],True,False,27
23,True,3,3,['A' 'B' 'A'],True,False,25
23,False,4,4,['B' 'B' 'B' 'B'],True,False,99
23,True,5,5,['A' 'B' 'B' 'A' 'B'],True,False,15
23,True,2,2,['B' 'A'],False,False,27
23,False,3,3,['A' 'B' 'A'],False,False,99
23,False,4,4,['B' 'B' 'B' 'B'],False,False,99
23,False,5,5,['A' 'B' 'B' 'A' 'B'],False,False,99
24,True,2,2,['B' 'B'],True,True,19
24,False,3,3,['B' 'B' 'B'],True,True,99
24,False,4,4,['B' 'B' 'B' 'A'],True,True,99
24,False,5,5,['A' 'A' 'B' 'A' 'B'],True,True,99
24,True,2,2,['B' 'B'],True,False,23
24,False,3,3,['B' 'B' 'B'],True,False,99
24,False,4,4,['B' 'B' 'B' 'A'],True,False,99
24,True,5,5,['A' 'A' 'B' 'A' 'B'],True,False,17
24,True,2,2,['B' 'B'],False,False,26
24,False,3,3,['B' 'B' 'B'],False,False,99
24,False,4,4,['B' 'B' 'B' 'A'],False,False,99
24,False,5,5,['A' 'A' 'B' 'A' 'B'],False,False,99
25,True,2,2,['B' 'A'],True,True,8
25,False,3,3,['B' 'A' 'B'],True,True,99
25,False,4,4,['B' 'B' 'A' 'A'],True,True,99
25,False,5,5,['B' 'A' 'A' 'A' 'B'],True,True,99
25,True,2,2,['B' 'A'],True,False,8
25,False,3,3,['B' 'A' 'B'],True,False,99
25,True,4,4,['B' 'B' 'A' 'A'],True,False,18
25,True,5,5,['B' 'A' 'A' 'A' 'B'],True,False,19
25,True,2,2,['B' 'A'],False,False,9
25,False,3,3,['B' 'A' 'B'],False,False,99
25,True,4,4,['B' 'B' 'A' 'A'],False,False,18
25,True,5,5,['B' 'A' 'A' 'A' 'B'],False,False,21
26,True,2,2,['B' 'B'],True,True,20
26,False,3,3,['A' 'A' 'B'],True,True,99
26,False,4,4,['B' 'B' 'A' 'B'],True,True,99
26,False,5,5,['A' 'A' 'B' 'B' 'B'],True,True,99
26,True,2,2,['B' 'B'],True,False,23
26,True,3,3,['A' 'A' 'B'],True,False,21
26,False,4,4,['B' 'B' 'A' 'B'],True,False,99
26,True,5,5,['A' 'A' 'B' 'B' 'B'],True,False,26
26,True,2,2,['B' 'B'],False,False,23
26,False,3,3,['A' 'A' 'B'],False,False,99
26,False,4,4,['B' 'B' 'A' 'B'],False,False,99
26,False,5,5,['A' 'A' 'B' 'B' 'B'],False,False,99
27,True,2,2,['A' 'A'],True,True,22
27,False,3,3,['B' 'B' 'B'],True,True,99
27,False,4,4,['B' 'B' 'A' 'A'],True,True,99
27,False,5,5,['A' 'B' 'B' 'A' 'B'],True,True,99
27,True,2,2,['A' 'A'],True,False,32
27,False,3,3,['B' 'B' 'B'],True,False,99
27,True,4,4,['B' 'B' 'A' 'A'],True,False,20
27,False,5,5,['A' 'B' 'B' 'A' 'B'],True,False,99
27,True,2,2,['A' 'A'],False,False,32
27,False,3,3,['B' 'B' 'B'],False,False,99
27,False,4,4,['B' 'B' 'A' 'A'],False,False,99
27,False,5,5,['A' 'B' 'B' 'A' 'B'],False,False,99
28,True,2,2,['A' 'A'],True,True,15
28,False,3,3,['A' 'A' 'B'],True,True,99
28,False,4,4,['A' 'B' 'A' 'A'],True,True,99
28,False,5,5,['A' 'A' 'B' 'A' 'A'],True,True,99
28,True,2,2,['A' 'A'],True,False,21
28,True,3,3,['A' 'A' 'B'],True,False,43
28,True,4,4,['A' 'B' 'A' 'A'],True,False,21
28,True,5,5,['A' 'A' 'B' 'A' 'A'],True,False,33
28,True,2,2,['A' 'A'],False,False,21
28,True,3,3,['A' 'A' 'B'],False,False,27
28,False,4,4,['A' 'B' 'A' 'A'],False,False,99
28,True,5,5,['A' 'A' 'B' 'A' 'A'],False,False,47
29,True,2,2,['B' 'B'],True,True,19
29,False,3,3,['A' 'A' 'B'],True,True,99
29,False,4,4,['A' 'A' 'B' 'A'],True,True,99
29,False,5,5,['A' 'A' 'B' 'A' 'B'],True,True,99
29,True,2,2,['B' 'B'],True,False,48
29,True,3,3,['A' 'A' 'B'],True,False,20
29,True,4,4,['A' 'A' 'B' 'A'],True,False,17
29,True,5,5,['A' 'A' 'B' 'A' 'B'],True,False,16
29,True,2,2,['B' 'B'],False,False,24
29,True,3,3,['A' 'A' 'B'],False,False,20
29,True,4,4,['A' 'A' 'B' 'A'],False,False,19
29,False,5,5,['A' 'A' 'B' 'A' 'B'],False,False,99
30,True,2,2,['B' 'B'],True,True,12
30,False,3,3,['A' 'A' 'A'],True,True,99
30,False,4,4,['B' 'A' 'A' 'B'],True,True,99
30,False,5,5,['A' 'B' 'B' 'A' 'B'],True,True,99
30,True,2,2,['B' 'B'],True,False,18
30,True,3,3,['A' 'A' 'A'],True,False,34
30,False,4,4,['B' 'A' 'A' 'B'],True,False,99
30,True,5,5,['A' 'B' 'B' 'A' 'B'],True,False,64
30,True,2,2,['B' 'B'],False,False,14
30,True,3,3,['A' 'A' 'A'],False,False,34
30,False,4,4,['B' 'A' 'A' 'B'],False,False,99
30,False,5,5,['A' 'B' 'B' 'A' 'B'],False,False,99
31,True,2,2,['A' 'A'],True,True,29
31,False,3,3,['B' 'A' 'B'],True,True,99
31,False,4,4,['A' 'B' 'B' 'A'],True,True,99
31,False,5,5,['B' 'B' 'A' 'B' 'A'],True,True,99
31,True,2,2,['A' 'A'],True,False,40
31,False,3,3,['B' 'A' 'B'],True,False,99
31,True,4,4,['A' 'B' 'B' 'A'],True,False,40
31,False,5,5,['B' 'B' 'A' 'B' 'A'],True,False,99
31,True,2,2,['A' 'A'],False,False,40
31,False,3,3,['B' 'A' 'B'],False,False,99
31,False,4,4,['A' 'B' 'B' 'A'],False,False,99
31,False,5,5,['B' 'B' 'A' 'B' 'A'],False,False,99
32,False,2,2,['A' 'B'],True,True,99
32,False,3,3,['A' 'A' 'A'],True,True,99
32,False,4,4,['B' 'B' 'A' 'B'],True,True,99
32,False,5,5,['A' 'B' 'A' 'B' 'A'],True,True,99
32,True,2,2,['A' 'B'],True,False,18
32,True,3,3,['A' 'A' 'A'],True,False,36
32,False,4,4,['B' 'B' 'A' 'B'],True,False,99
32,True,5,5,['A' 'B' 'A' 'B' 'A'],True,False,25
32,True,2,2,['A' 'B'],False,False,23
32,True,3,3,['A' 'A' 'A'],False,False,36
32,False,4,4,['B' 'B' 'A' 'B'],False,False,99
32,False,5,5,['A' 'B' 'A' 'B' 'A'],False,False,99
33,True,2,2,['B' 'B'],True,True,19
33,False,3,3,['A' 'A' 'A'],True,True,99
33,False,4,4,['A' 'A' 'B' 'B'],True,True,99
33,False,5,5,['A' 'B' 'B' 'A' 'B'],True,True,99
33,True,2,2,['B' 'B'],True,False,31
33,True,3,3,['A' 'A' 'A'],True,False,20
33,True,4,4,['A' 'A' 'B' 'B'],True,False,12
33,True,5,5,['A' 'B' 'B' 'A' 'B'],True,False,16
33,True,2,2,['B' 'B'],False,False,27
33,True,3,3,['A' 'A' 'A'],False,False,20
33,False,4,4,['A' 'A' 'B' 'B'],False,False,99
33,False,5,5,['A' 'B' 'B' 'A' 'B'],False,False,99
34,True,2,2,['A' 'B'],True,True,16
34,False,3,3,['A' 'B' 'A'],True,True,99
34,False,4,4,['A' 'A' 'B' 'A'],True,True,99
34,False,5,5,['A' 'B' 'A' 'A' 'B'],True,True,99
34,True,2,2,['A' 'B'],True,False,18
34,True,3,3,['A' 'B' 'A'],True,False,88
34,True,4,4,['A' 'A' 'B' 'A'],True,False,38
34,False,5,5,['A' 'B' 'A' 'A' 'B'],True,False,99
34,True,2,2,['A' 'B'],False,False,22
34,True,3,3,['A' 'B' 'A'],False,False,88
34,True,4,4,['A' 'A' 'B' 'A'],False,False,43
34,False,5,5,['A' 'B' 'A' 'A' 'B'],False,False,99
35,False,2,2,['A' 'A'],True,True,99
35,False,3,3,['A' 'B' 'A'],True,True,99
35,False,4,4,['B' 'B' 'B' 'A'],True,True,99
35,False,5,5,['A' 'B' 'A' 'A' 'A'],True,True,99
35,True,2,2,['A' 'A'],True,False,54
35,True,3,3,['A' 'B' 'A'],True,False,20
35,False,4,4,['B' 'B' 'B' 'A'],True,False,99
35,True,5,5,['A' 'B' 'A' 'A' 'A'],True,False,33
35,True,2,2,['A' 'A'],False,False,54
35,True,3,3,['A' 'B' 'A'],False,False,20
35,False,4,4,['B' 'B' 'B' 'A'],False,False,99
35,True,5,5,['A' 'B' 'A' 'A' 'A'],False,False,33
36,True,2,2,['A' 'A'],True,True,21
36,True,3,3,['A' 'A' 'A'],True,True,20
36,True,4,4,['B' 'B' 'B' 'B'],True,True,13
36,False,5,5,['B' 'A' 'B' 'A' 'B'],True,True,99
36,True,2,2,['A' 'A'],True,False,29
36,True,3,3,['A' 'A' 'A'],True,False,21
36,False,4,4,['B' 'B' 'B' 'B'],True,False,99
36,True,5,5,['B' 'A' 'B' 'A' 'B'],True,False,45
36,True,2,2,['A' 'A'],False,False,29
36,True,3,3,['A' 'A' 'A'],False,False,21
36,False,4,4,['B' 'B' 'B' 'B'],False,False,99
36,False,5,5,['B' 'A' 'B' 'A' 'B'],False,False,99
37,True,2,2,['B' 'A'],True,True,13
37,False,3,3,['A' 'A' 'A'],True,True,99
37,False,4,4,['A' 'B' 'A' 'B'],True,True,99
37,False,5,5,['A' 'B' 'B' 'A' 'B'],True,True,99
37,True,2,2,['B' 'A'],True,False,14
37,True,3,3,['A' 'A' 'A'],True,False,14
37,True,4,4,['A' 'B' 'A' 'B'],True,False,18
37,True,5,5,['A' 'B' 'B' 'A' 'B'],True,False,20
37,True,2,2,['B' 'A'],False,False,15
37,True,3,3,['A' 'A' 'A'],False,False,14
37,False,4,4,['A' 'B' 'A' 'B'],False,False,99
37,False,5,5,['A' 'B' 'B' 'A' 'B'],False,False,99
38,True,2,2,['B' 'A'],True,True,16
38,False,3,3,['B' 'B' 'B'],True,True,99
38,False,4,4,['B' 'B' 'B' 'A'],True,True,99
38,False,5,5,['A' 'B' 'B' 'A' 'B'],True,True,99
38,True,2,2,['B' 'A'],True,False,22
38,False,3,3,['B' 'B' 'B'],True,False,99
38,False,4,4,['B' 'B' 'B' 'A'],True,False,99
38,False,5,5,['A' 'B' 'B' 'A' 'B'],True,False,99
38,True,2,2,['B' 'A'],False,False,22
38,False,3,3,['B' 'B' 'B'],False,False,99
38,False,4,4,['B' 'B' 'B' 'A'],False,False,99
38,False,5,5,['A' 'B' 'B' 'A' 'B'],False,False,99
39,False,2,2,['A' 'A'],True,True,99
39,False,3,3,['A' 'A' 'A'],True,True,99
39,False,4,4,['B' 'A' 'B' 'A'],True,True,99
39,False,5,5,['B' 'A' 'B' 'B' 'B'],True,True,99
39,True,2,2,['A' 'A'],True,False,18
39,True,3,3,['A' 'A' 'A'],True,False,47
39,False,4,4,['B' 'A' 'B' 'A'],True,False,99
39,False,5,5,['B' 'A' 'B' 'B' 'B'],True,False,99
39,True,2,2,['A' 'A'],False,False,18
39,True,3,3,['A' 'A' 'A'],False,False,47
39,False,4,4,['B' 'A' 'B' 'A'],False,False,99
39,False,5,5,['B' 'A' 'B' 'B' 'B'],False,False,99
40,True,2,2,['B' 'B'],True,True,14
40,False,3,3,['A' 'A' 'B'],True,True,99
40,False,4,4,['A' 'A' 'B' 'B'],True,True,99
40,False,5,5,['B' 'B' 'A' 'B' 'B'],True,True,99
40,True,2,2,['B' 'B'],True,False,18
40,True,3,3,['A' 'A' 'B'],True,False,69
40,False,4,4,['A' 'A' 'B' 'B'],True,False,99
40,False,5,5,['B' 'B' 'A' 'B' 'B'],True,False,99
40,True,2,2,['B' 'B'],False,False,19
40,False,3,3,['A' 'A' 'B'],False,False,99
40,False,4,4,['A' 'A' 'B' 'B'],False,False,99
40,False,5,5,['B' 'B' 'A' 'B' 'B'],False,False,99
41,False,2,2,['A' 'A'],True,True,99
41,True,3,3,['A' 'A' 'B'],True,True,15
41,False,4,4,['B' 'A' 'A' 'B'],True,True,99
41,False,5,5,['B' 'A' 'B' 'A' 'A'],True,True,99
41,True,2,2,['A' 'A'],True,False,43
