seed,converged,num_goals,num_agents,agent_types,use_ep,num_iters
6,True,3,4,['A' 'B' 'B' 'A'],True,16
6,True,4,4,['B' 'B' 'A' 'A'],True,21
6,False,5,4,['B' 'B' 'B' 'B'],True,99
6,True,3,5,['B' 'B' 'A' 'A' 'B'],True,37
6,True,4,5,['B' 'B' 'B' 'B' 'A'],True,29
6,True,5,5,['A' 'B' 'A' 'A' 'A'],True,24
6,True,3,2,['A' 'B'],False,18
6,True,4,2,['A' 'A'],False,14
6,True,5,2,['A' 'B'],False,10
6,True,3,3,['A' 'A' 'B'],False,27
6,True,4,3,['A' 'B' 'B'],False,15
6,False,5,3,['B' 'B' 'A'],False,99
6,False,3,4,['A' 'B' 'B' 'A'],False,99
6,False,4,4,['B' 'B' 'A' 'A'],False,99
6,False,5,4,['B' 'B' 'B' 'B'],False,99
6,False,3,5,['B' 'B' 'A' 'A' 'B'],False,99
6,False,4,5,['B' 'B' 'B' 'B' 'A'],False,99
6,True,5,5,['A' 'B' 'A' 'A' 'A'],False,24
7,True,3,2,['A' 'A'],True,23
7,True,4,2,['A' 'A'],True,11
7,True,5,2,['A' 'A'],True,26
7,True,3,3,['A' 'A' 'B'],True,23
7,False,4,3,['A' 'A' 'B'],True,99
7,False,5,3,['A' 'B' 'B'],True,99
7,True,3,4,['A' 'A' 'B' 'A'],True,23
7,True,4,4,['A' 'B' 'B' 'A'],True,23
7,True,5,4,['A' 'B' 'B' 'A'],True,20
7,True,3,5,['A' 'B' 'B' 'A' 'A'],True,23
7,False,4,5,['A' 'B' 'B' 'A' 'B'],True,99
7,True,5,5,['B' 'B' 'A' 'A' 'A'],True,34
7,True,3,2,['A' 'A'],False,23
7,True,4,2,['A' 'A'],False,11
7,True,5,2,['A' 'A'],False,26
7,True,3,3,['A' 'A' 'B'],False,23
7,True,4,3,['A' 'A' 'B'],False,22
7,False,5,3,['A' 'B' 'B'],False,99
7,True,3,4,['A' 'A' 'B' 'A'],False,23
7,True,4,4,['A' 'B' 'B' 'A'],False,22
7,False,5,4,['A' 'B' 'B' 'A'],False,99
7,True,3,5,['A' 'B' 'B' 'A' 'A'],False,25
7,False,4,5,['A' 'B' 'B' 'A' 'B'],False,99
7,False,5,5,['B' 'B' 'A' 'A' 'A'],False,99
8,False,3,2,['B' 'B'],True,99
8,True,4,2,['A' 'B'],True,7
8,True,5,2,['A' 'B'],True,19
8,True,3,3,['A' 'B' 'A'],True,15
8,True,4,3,['A' 'B' 'A'],True,16
8,True,5,3,['B' 'A' 'B'],True,35
8,True,3,4,['A' 'B' 'A' 'B'],True,15
8,True,4,4,['B' 'A' 'B' 'B'],True,30
8,True,5,4,['B' 'B' 'A' 'B'],True,34
8,True,3,5,['B' 'A' 'B' 'B' 'B'],True,18
8,True,4,5,['B' 'B' 'A' 'B' 'A'],True,44
8,False,5,5,['A' 'A' 'A' 'B' 'B'],True,99
8,False,3,2,['B' 'B'],False,99
8,True,4,2,['A' 'B'],False,10
8,True,5,2,['A' 'B'],False,14
8,True,3,3,['A' 'B' 'A'],False,19
8,True,4,3,['A' 'B' 'A'],False,19
8,True,5,3,['B' 'A' 'B'],False,12
8,True,3,4,['A' 'B' 'A' 'B'],False,16
8,False,4,4,['B' 'A' 'B' 'B'],False,99
8,False,5,4,['B' 'B' 'A' 'B'],False,99
8,False,3,5,['B' 'A' 'B' 'B' 'B'],False,99
8,False,4,5,['B' 'B' 'A' 'B' 'A'],False,99
8,True,5,5,['A' 'A' 'A' 'B' 'B'],False,20
9,True,3,2,['B' 'A'],True,11
9,True,4,2,['A' 'B'],True,17
9,True,5,2,['A' 'B'],True,54
9,True,3,3,['A' 'B' 'A'],True,24
9,False,4,3,['A' 'B' 'A'],True,99
9,True,5,3,['A' 'A' 'A'],True,33
9,True,3,4,['A' 'B' 'A' 'A'],True,47
9,True,4,4,['A' 'A' 'A' 'A'],True,31
9,True,5,4,['A' 'A' 'B' 'A'],True,32
9,True,3,5,['A' 'A' 'A' 'A' 'A'],True,49
9,False,4,5,['A' 'A' 'B' 'A' 'B'],True,99
9,False,5,5,['B' 'B' 'B' 'B' 'A'],True,99
9,True,3,2,['B' 'A'],False,11
9,True,4,2,['A' 'B'],False,19
9,True,5,2,['A' 'B'],False,42
9,True,3,3,['A' 'B' 'A'],False,38
9,False,4,3,['A' 'B' 'A'],False,99
9,True,5,3,['A' 'A' 'A'],False,35
9,True,3,4,['A' 'B' 'A' 'A'],False,47
9,True,4,4,['A' 'A' 'A' 'A'],False,32
9,True,5,4,['A' 'A' 'B' 'A'],False,35
9,True,3,5,['A' 'A' 'A' 'A' 'A'],False,49
9,False,4,5,['A' 'A' 'B' 'A' 'B'],False,99
9,False,5,5,['B' 'B' 'B' 'B' 'A'],False,99
10,True,3,2,['A' 'B'],True,26
10,True,4,2,['B' 'B'],True,28
10,True,5,2,['B' 'A'],True,21
10,True,3,3,['B' 'B' 'A'],True,95
10,True,4,3,['B' 'A' 'A'],True,23
10,True,5,3,['A' 'A' 'A'],True,36
10,True,3,4,['B' 'A' 'A' 'B'],True,73
10,True,4,4,['A' 'A' 'A' 'B'],True,39
10,True,5,4,['B' 'A' 'B' 'B'],True,50
10,True,3,5,['A' 'A' 'A' 'B' 'B'],True,47
10,True,4,5,['B' 'A' 'B' 'B' 'B'],True,28
10,False,5,5,['B' 'B' 'B' 'A' 'B'],True,99
10,True,3,2,['A' 'B'],False,27
10,False,4,2,['B' 'B'],False,99
10,True,5,2,['B' 'A'],False,21
10,False,3,3,['B' 'B' 'A'],False,99
10,True,4,3,['B' 'A' 'A'],False,25
10,True,5,3,['A' 'A' 'A'],False,34
10,False,3,4,['B' 'A' 'A' 'B'],False,99
10,True,4,4,['A' 'A' 'A' 'B'],False,30
10,False,5,4,['B' 'A' 'B' 'B'],False,99
10,False,3,5,['A' 'A' 'A' 'B' 'B'],False,99
10,False,4,5,['B' 'A' 'B' 'B' 'B'],False,99
10,False,5,5,['B' 'B' 'B' 'A' 'B'],False,99
11,True,3,2,['A' 'A'],True,24
11,True,4,2,['A' 'B'],True,23
11,True,5,2,['A' 'B'],True,34
11,True,3,3,['A' 'B' 'B'],True,31
11,True,4,3,['A' 'B' 'B'],True,31
11,False,5,3,['A' 'B' 'B'],True,99
11,True,3,4,['A' 'B' 'B' 'A'],True,31
11,True,4,4,['A' 'B' 'B' 'A'],True,33
11,True,5,4,['B' 'A' 'A' 'A'],True,23
11,False,3,5,['A' 'B' 'B' 'A' 'B'],True,99
11,True,4,5,['B' 'A' 'A' 'A' 'B'],True,49
11,True,5,5,['B' 'B' 'A' 'B' 'B'],True,31
11,True,3,2,['A' 'A'],False,24
11,True,4,2,['A' 'B'],False,24
11,True,5,2,['A' 'B'],False,34
11,True,3,3,['A' 'B' 'B'],False,26
11,False,4,3,['A' 'B' 'B'],False,99
11,True,5,3,['A' 'B' 'B'],False,25
11,True,3,4,['A' 'B' 'B' 'A'],False,39
11,False,4,4,['A' 'B' 'B' 'A'],False,99
11,True,5,4,['B' 'A' 'A' 'A'],False,24
11,False,3,5,['A' 'B' 'B' 'A' 'B'],False,99
11,False,4,5,['B' 'A' 'A' 'A' 'B'],False,99
11,False,5,5,['B' 'B' 'A' 'B' 'B'],False,99
12,True,3,2,['A' 'B'],True,28
12,True,4,2,['B' 'A'],True,29
12,True,5,2,['A' 'A'],True,26
12,True,3,3,['B' 'A' 'B'],True,41
12,True,4,3,['A' 'A' 'B'],True,29
12,False,5,3,['A' 'B' 'B'],True,99
12,True,3,4,['A' 'A' 'B' 'B'],True,36
12,True,4,4,['A' 'B' 'B' 'A'],True,28
12,True,5,4,['A' 'A' 'A' 'A'],True,26
12,True,3,5,['A' 'B' 'B' 'A' 'A'],True,36
12,True,4,5,['A' 'A' 'A' 'A' 'A'],True,28
12,False,5,5,['A' 'A' 'B' 'B' 'B'],True,99
12,True,3,2,['A' 'B'],False,30
12,True,4,2,['B' 'A'],False,29
12,True,5,2,['A' 'A'],False,26
12,True,3,3,['B' 'A' 'B'],False,40
12,True,4,3,['A' 'A' 'B'],False,29
12,True,5,3,['A' 'B' 'B'],False,26
12,True,3,4,['A' 'A' 'B' 'B'],False,36
12,False,4,4,['A' 'B' 'B' 'A'],False,99
12,True,5,4,['A' 'A' 'A' 'A'],False,26
12,False,3,5,['A' 'B' 'B' 'A' 'A'],False,99
12,True,4,5,['A' 'A' 'A' 'A' 'A'],False,28
12,False,5,5,['A' 'A' 'B' 'B' 'B'],False,99
13,True,3,2,['B' 'B'],True,58
13,True,4,2,['A' 'B'],True,47
13,True,5,2,['B' 'A'],True,26
13,False,3,3,['A' 'B' 'B'],True,99
13,True,4,3,['B' 'A' 'B'],True,29
13,True,5,3,['B' 'A' 'A'],True,27
13,True,3,4,['B' 'A' 'B' 'B'],True,65
13,True,4,4,['B' 'A' 'A' 'A'],True,29
13,True,5,4,['B' 'A' 'A' 'A'],True,29
13,True,3,5,['B' 'A' 'A' 'A' 'B'],True,54
13,True,4,5,['B' 'A' 'A' 'A' 'A'],True,28
13,True,5,5,['A' 'A' 'A' 'B' 'B'],True,30
13,False,3,2,['B' 'B'],False,99
13,True,4,2,['A' 'B'],False,29
13,True,5,2,['B' 'A'],False,28
13,False,3,3,['A' 'B' 'B'],False,99
13,False,4,3,['B' 'A' 'B'],False,99
13,True,5,3,['B' 'A' 'A'],False,30
13,False,3,4,['B' 'A' 'B' 'B'],False,99
13,True,4,4,['B' 'A' 'A' 'A'],False,29
13,True,5,4,['B' 'A' 'A' 'A'],False,30
13,False,3,5,['B' 'A' 'A' 'A' 'B'],False,99
13,True,4,5,['B' 'A' 'A' 'A' 'A'],False,29
13,True,5,5,['A' 'A' 'A' 'B' 'B'],False,84
14,True,3,2,['B' 'A'],True,16
14,True,4,2,['A' 'A'],True,11
14,True,5,2,['B' 'B'],True,21
14,True,3,3,['A' 'A' 'A'],True,16
14,True,4,3,['B' 'B' 'A'],True,33
14,True,5,3,['B' 'A' 'B'],True,51
14,False,3,4,['B' 'B' 'A' 'B'],True,99
14,True,4,4,['B' 'A' 'B' 'B'],True,22
14,True,5,4,['B' 'A' 'B' 'B'],True,18
14,True,3,5,['B' 'A' 'B' 'B' 'B'],True,16
14,True,4,5,['B' 'A' 'B' 'B' 'B'],True,15
14,True,5,5,['B' 'A' 'B' 'B' 'A'],True,32
14,True,3,2,['B' 'A'],False,17
14,True,4,2,['A' 'A'],False,11
14,True,5,2,['B' 'B'],False,17
14,True,3,3,['A' 'A' 'A'],False,16
14,False,4,3,['B' 'B' 'A'],False,99
14,False,5,3,['B' 'A' 'B'],False,99
14,False,3,4,['B' 'B' 'A' 'B'],False,99
14,False,4,4,['B' 'A' 'B' 'B'],False,99
14,False,5,4,['B' 'A' 'B' 'B'],False,99
14,False,3,5,['B' 'A' 'B' 'B' 'B'],False,99
14,False,4,5,['B' 'A' 'B' 'B' 'B'],False,99
14,False,5,5,['B' 'A' 'B' 'B' 'A'],False,99
15,True,3,2,['A' 'B'],True,10
15,True,4,2,['B' 'B'],True,26
15,True,5,2,['B' 'A'],True,31
15,False,3,3,['B' 'B' 'B'],True,99
15,True,4,3,['B' 'A' 'B'],True,96
15,True,5,3,['A' 'B' 'A'],True,31
15,False,3,4,['B' 'A' 'B' 'B'],True,99
15,True,4,4,['A' 'B' 'A' 'A'],True,37
15,False,5,4,['B' 'B' 'B' 'A'],True,99
15,True,3,5,['A' 'B' 'A' 'A' 'B'],True,31
15,False,4,5,['B' 'B' 'B' 'A' 'B'],True,99
15,True,5,5,['B' 'A' 'A' 'B' 'A'],True,43
15,True,3,2,['A' 'B'],False,12
15,True,4,2,['B' 'B'],False,39
15,True,5,2,['B' 'A'],False,31
15,True,3,3,['B' 'B' 'B'],False,66
15,True,4,3,['B' 'A' 'B'],False,41
15,True,5,3,['A' 'B' 'A'],False,29
15,False,3,4,['B' 'A' 'B' 'B'],False,99
15,True,4,4,['A' 'B' 'A' 'A'],False,40
15,False,5,4,['B' 'B' 'B' 'A'],False,99
15,False,3,5,['A' 'B' 'A' 'A' 'B'],False,99
15,False,4,5,['B' 'B' 'B' 'A' 'B'],False,99
15,False,5,5,['B' 'A' 'A' 'B' 'A'],False,99
16,False,3,2,['B' 'B'],True,99
16,False,4,2,['A' 'A'],True,99
16,True,5,2,['A' 'B'],True,7
16,False,3,3,['A' 'A' 'B'],True,99
16,False,4,3,['A' 'B' 'A'],True,99
16,True,5,3,['A' 'B' 'A'],True,17
16,False,3,4,['A' 'B' 'A' 'A'],True,99
16,False,4,4,['A' 'B' 'A' 'B'],True,99
16,True,5,4,['A' 'A' 'B' 'B'],True,16
16,False,3,5,['A' 'B' 'A' 'B' 'A'],True,99
16,True,4,5,['A' 'A' 'B' 'B' 'A'],True,68
16,False,5,5,['A' 'B' 'A' 'A' 'B'],True,99
16,True,3,2,['B' 'B'],False,44
16,False,4,2,['A' 'A'],False,99
16,True,5,2,['A' 'B'],False,7
16,False,3,3,['A' 'A' 'B'],False,99
16,True,4,3,['A' 'B' 'A'],False,74
16,True,5,3,['A' 'B' 'A'],False,16
16,False,3,4,['A' 'B' 'A' 'A'],False,99
16,False,4,4,['A' 'B' 'A' 'B'],False,99
16,False,5,4,['A' 'A' 'B' 'B'],False,99
16,False,3,5,['A' 'B' 'A' 'B' 'A'],False,99
16,False,4,5,['A' 'A' 'B' 'B' 'A'],False,99
16,True,5,5,['A' 'B' 'A' 'A' 'B'],False,18
17,True,3,2,['A' 'A'],True,13
17,True,4,2,['A' 'B'],True,66
17,True,5,2,['B' 'B'],True,24
17,True,3,3,['A' 'B' 'A'],True,28
17,True,4,3,['B' 'B' 'A'],True,24
17,False,5,3,['A' 'B' 'B'],True,99
17,False,3,4,['B' 'B' 'A' 'B'],True,99
17,True,4,4,['A' 'B' 'B' 'B'],True,32
17,True,5,4,['A' 'B' 'B' 'A'],True,24
17,True,3,5,['A' 'B' 'B' 'B' 'A'],True,33
17,True,4,5,['A' 'B' 'B' 'A' 'A'],True,31
17,False,5,5,['A' 'A' 'A' 'A' 'B'],True,99
17,True,3,2,['A' 'A'],False,13
17,True,4,2,['A' 'B'],False,29
17,False,5,2,['B' 'B'],False,99
17,True,3,3,['A' 'B' 'A'],False,28
17,True,4,3,['B' 'B' 'A'],False,26
17,True,5,3,['A' 'B' 'B'],False,38
17,False,3,4,['B' 'B' 'A' 'B'],False,99
17,False,4,4,['A' 'B' 'B' 'B'],False,99
17,True,5,4,['A' 'B' 'B' 'A'],False,33
17,False,3,5,['A' 'B' 'B' 'B' 'A'],False,99
17,False,4,5,['A' 'B' 'B' 'A' 'A'],False,99
17,True,5,5,['A' 'A' 'A' 'A' 'B'],False,24
18,True,3,2,['B' 'B'],True,23
18,True,4,2,['A' 'A'],True,22
18,True,5,2,['B' 'B'],True,25
18,True,3,3,['A' 'A' 'B'],True,79
18,True,4,3,['B' 'B' 'B'],True,25
18,True,5,3,['A' 'B' 'A'],True,27
18,True,3,4,['B' 'B' 'B' 'A'],True,30
18,True,4,4,['A' 'B' 'A' 'B'],True,22
18,False,5,4,['A' 'A' 'A' 'B'],True,99
18,True,3,5,['A' 'B' 'A' 'B' 'A'],True,25
18,False,4,5,['A' 'A' 'A' 'B' 'B'],True,99
18,True,5,5,['B' 'B' 'A' 'A' 'A'],True,20
18,False,3,2,['B' 'B'],False,99
18,True,4,2,['A' 'A'],False,22
18,True,5,2,['B' 'B'],False,19
18,True,3,3,['A' 'A' 'B'],False,69
18,True,4,3,['B' 'B' 'B'],False,71
18,True,5,3,['A' 'B' 'A'],False,20
18,False,3,4,['B' 'B' 'B' 'A'],False,99
18,False,4,4,['A' 'B' 'A' 'B'],False,99
18,True,5,4,['A' 'A' 'A' 'B'],False,20
18,False,3,5,['A' 'B' 'A' 'B' 'A'],False,99
18,True,4,5,['A' 'A' 'A' 'B' 'B'],False,24
18,False,5,5,['B' 'B' 'A' 'A' 'A'],False,99
19,True,3,2,['B' 'B'],True,76
19,True,4,2,['B' 'B'],True,20
19,True,5,2,['A' 'B'],True,16
19,False,3,3,['B' 'B' 'B'],True,99
19,False,4,3,['A' 'B' 'B'],True,99
19,False,5,3,['A' 'B' 'B'],True,99
19,False,3,4,['A' 'B' 'B' 'B'],True,99
19,True,4,4,['A' 'B' 'B' 'A'],True,38
19,False,5,4,['B' 'B' 'B' 'B'],True,99
19,True,3,5,['A' 'B' 'B' 'A' 'B'],True,40
19,False,4,5,['B' 'B' 'B' 'B' 'A'],True,99
19,True,5,5,['A' 'A' 'B' 'B' 'A'],True,22
19,True,3,2,['B' 'B'],False,73
19,False,4,2,['B' 'B'],False,99
19,True,5,2,['A' 'B'],False,16
19,False,3,3,['B' 'B' 'B'],False,99
19,False,4,3,['A' 'B' 'B'],False,99
19,False,5,3,['A' 'B' 'B'],False,99
19,False,3,4,['A' 'B' 'B' 'B'],False,99
19,False,4,4,['A' 'B' 'B' 'A'],False,99
19,False,5,4,['B' 'B' 'B' 'B'],False,99
19,False,3,5,['A' 'B' 'B' 'A' 'B'],False,99
19,False,4,5,['B' 'B' 'B' 'B' 'A'],False,99
19,False,5,5,['A' 'A' 'B' 'B' 'A'],False,99
20,True,3,2,['A' 'B'],True,62
20,True,4,2,['A' 'A'],True,17
20,True,5,2,['B' 'B'],True,15
20,True,3,3,['A' 'A' 'B'],True,34
20,False,4,3,['B' 'B' 'B'],True,99
20,False,5,3,['A' 'A' 'B'],True,99
20,True,3,4,['B' 'B' 'B' 'A'],True,63
20,True,4,4,['A' 'A' 'B' 'B'],True,27
20,True,5,4,['A' 'B' 'B' 'A'],True,26
20,True,3,5,['A' 'A' 'B' 'B' 'A'],True,30
20,False,4,5,['A' 'B' 'B' 'A' 'B'],True,99
20,False,5,5,['B' 'B' 'B' 'B' 'B'],True,99
20,True,3,2,['A' 'B'],False,30
20,True,4,2,['A' 'A'],False,17
20,False,5,2,['B' 'B'],False,99
20,True,3,3,['A' 'A' 'B'],False,36
20,False,4,3,['B' 'B' 'B'],False,99
20,False,5,3,['A' 'A' 'B'],False,99
20,False,3,4,['B' 'B' 'B' 'A'],False,99
20,False,4,4,['A' 'A' 'B' 'B'],False,99
20,False,5,4,['A' 'B' 'B' 'A'],False,99
20,False,3,5,['A' 'A' 'B' 'B' 'A'],False,99
20,False,4,5,['A' 'B' 'B' 'A' 'B'],False,99
20,False,5,5,['B' 'B' 'B' 'B' 'B'],False,99
21,True,3,2,['B' 'A'],True,18
21,True,4,2,['A' 'A'],True,13
21,True,5,2,['B' 'A'],True,22
21,True,3,3,['A' 'A' 'A'],True,22
21,False,4,3,['B' 'A' 'B'],True,99
21,True,5,3,['A' 'B' 'B'],True,24
21,True,3,4,['B' 'A' 'B' 'A'],True,25
21,True,4,4,['A' 'B' 'B' 'A'],True,18
21,True,5,4,['B' 'A' 'A' 'A'],True,21
21,True,3,5,['A' 'B' 'B' 'A' 'B'],True,31
21,True,4,5,['B' 'A' 'A' 'A' 'A'],True,21
21,False,5,5,['A' 'A' 'A' 'A' 'B'],True,99
21,True,3,2,['B' 'A'],False,20
21,True,4,2,['A' 'A'],False,13
21,True,5,2,['B' 'A'],False,22
21,True,3,3,['A' 'A' 'A'],False,22
21,False,4,3,['B' 'A' 'B'],False,99
21,True,5,3,['A' 'B' 'B'],False,22
21,True,3,4,['B' 'A' 'B' 'A'],False,59
21,False,4,4,['A' 'B' 'B' 'A'],False,99
21,True,5,4,['B' 'A' 'A' 'A'],False,22
21,False,3,5,['A' 'B' 'B' 'A' 'B'],False,99
21,True,4,5,['B' 'A' 'A' 'A' 'A'],False,21
21,True,5,5,['A' 'A' 'A' 'A' 'B'],False,21
22,True,3,2,['B' 'A'],True,12
22,True,4,2,['A' 'A'],True,13
22,True,5,2,['B' 'A'],True,19
22,True,3,3,['A' 'A' 'B'],True,13
22,True,4,3,['B' 'A' 'A'],True,19
22,True,5,3,['A' 'B' 'A'],True,44
22,True,3,4,['B' 'A' 'A' 'B'],True,24
22,False,4,4,['A' 'B' 'A' 'B'],True,99
